abstract_id,abstract_title,session_title,ground_truth,default_model_success,default_model_indication,default_model_confidence,default_model_word_count,default_model_length,default_model_clinical_terms,default_model_complexity,default_model_has_abbreviations,default_model_has_parentheses,default_model_error,inter_model_avg_similarity,inter_model_consensus
164102,MRI-guided Focused Ultrasound (MRgFUS) Focal Therapy for Intermediate-Risk Prostate Cancer: Final Results of a Phase IIb Multicenter Study,LBA02: Late-breaking Abstract II - Malignant,Intermediate-Risk Prostate Cancer,True,Intermediate-Risk Prostate Cancer,,3,33,1,0.25,False,False,,,No comparison
213255,Microbiome and BPH,Society of Benign Prostate Disease,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,,3,28,0,0.15,False,False,,,No comparison
311555,Itchy Rash and Starry Eyed,Adult Thieves Market Poster,,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
213252,Rapid Fire,Society of Benign Prostate Disease,Benign Prostate Disease,True,Benign Prostate Disease,,3,23,1,0.25,False,False,,,No comparison
377096,"Azacitidine, Venetoclax And Gilteritinib For Patients With Newly Diagnosed Flt3-Mutated Acute Myeloid Leukemia: A Subgroup Analysis From A Phase Ii Study",Acute myeloid leukemia - Clinical,Newly Diagnosed Flt3-Mutated Acute Myeloid Leukemia,True,Newly Diagnosed FLT3-Mutated Acute Myeloid Leukemia,,6,51,3,0.6,False,False,,,No comparison
344332,Chair Introduction,"Clinical Trial Design in a Diverse World, Part 3: Biomarkers in Clinical Trials",,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
393489,Efficacy Of Notch Inhibitors (Ni) Relative To Prior Systemic Therapy Or Observation In Patients (Pts) With Recurrent/Metastatic (R/M) Adenoid Cystic Carcinoma (Acc),"Head and neck cancers, excl. thyroid",Recurrent/Metastatic Adenoid Cystic Carcinoma,True,Recurrent/Metastatic Adenoid Cystic Carcinoma,,4,45,1,0.30000000000000004,False,False,,,No comparison
180497,A Prospective Study of Clonal Evolution in Follicular Lymphoma: Circulating Tumor DNA Correlates with Overall Tumor Burden and Fluctuates over Time without Therapy,Lymphomas: Translational-Molecular and Genetic: Poster I,Follicular Lymphoma,True,Follicular Lymphoma,,2,19,1,0.2,False,False,,,No comparison
180501,Differential Gene Expression in Circulating T-Cells in Long-Term Adolescent/Young Adult Hodgkin Lymphoma (AYAHL) Survivors and Their Unaffected Twins,Lymphomas: Translational-Non-Genetic: Poster I,Adolescent/Young Adult Hodgkin Lymphoma,True,Adolescent Hodgkin Lymphoma;;Young Adult Hodgkin Lymphoma,,6,57,1,0.4,False,False,,,No comparison
262425,Familial Erythrocytoses In The Czech Republic - Genetic Characterization And Hepcidin Regulation,"Iron metabolism, deficiency and overload",Familial Erythrocytosis,True,Familial Erythrocytosis,,2,23,0,0.1,False,False,,,No comparison
213274,"The ""Butterfly"" transurethral retraction device for BPH - over 1 year follow up",MP01: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,,3,28,0,0.15,False,False,,,No comparison
311577,Q&A,Adult Thieves Market: Show Me Your Best Cases,,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
377120,Axicabtagene Ciloleucel Versus Tisagenlecleucel Car-T Cells In Relapsed Or Refractory Diffuse Large B Cell Lymphoma,"Gene therapy, cellular immunotherapy and vaccination - Clinical",Relapsed/Refractory Diffuse Large B Cell Lymphoma,True,Relapsed/Refractory Diffuse Large B Cell Lymphoma,,6,49,3,0.6,False,False,,,No comparison
377121,Single Nucleotide Polymorphisms In Patients With Endothelial Damage After Pediatric Allogeneic Hematopoietic Stem Cell Transplantation,Stem cell transplantation - Clinical,,True,Pediatric Endothelial Damage,,3,28,0,0.15,False,False,,,No comparison
229667,The biological mechanisms of metformin effects on aging-associated inflammation in obesity,Immuneregulation-Innate Immune Responses,,True,Aging-Associated Inflammation;;Obesity,,2,38,0,0.1,False,False,,,No comparison
213291,Minimally Invasive and Endoscopic Therapies for Benign Prostatic Hyperplasia: Head-to-Head Comparison of Short-Term Outcomes by Network Meta-Analysis,MP01: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,,3,28,0,0.15,False,False,,,No comparison
327983,Pharmacodynamic Biomarkers of Mosunetuzumab Efficacy and Safety in Patients with Relapsed/Refractory Non-Hodgkin Lymphoma: Results from a Phase I/II Study,Lymphomas: Translational-Non-Genetic: Poster II,Relapsed/Refractory Non-Hodgkin Lymphoma,True,Relapsed/Refractory Non-Hodgkin Lymphoma,,3,40,3,0.44999999999999996,False,False,,,No comparison
180529,Treatment Regimens and Clinical Outcomes Among Follicular Lymphoma Patients Treated with Third-Line Therapy in the United States: A Real-World EHR Study,"Mantle Cell, Follicular, and Other Indolent B Cell Lymphomas: Clinical and Epidemiological: Poster I",Third-Line Follicular Lymphoma,True,Third-Line Follicular Lymphoma,,3,30,1,0.25,False,False,,,No comparison
311607,"UTI Biofilms, Amyloid, and Lupus Flares",Bacterial Autoimmune Sequellae: Common and Newly Recognized Clinical Syndromes,,True,Urinary Tract Infection;;Amyloidosis;;Lupus,,3,43,0,0.15,False,False,,,No comparison
377144,A Chemotherapy-Free Combination Of Ponatinib And Blinatumomab For Patients With Newly Diagnosed Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia: Subgroup Analysis From A Phase Ii Study,Clinical updates in ALL,Newly Diagnosed Ph-Positive Acute Lymphoblastic Leukemia,True,Newly Diagnosed Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia,,7,77,4,0.75,False,False,,,No comparison
327998,"Immune Signature of Pembrolizumab Plus Gemcitabine, Vinorelbine, and Liposomal Doxorubicin As Second-Line Therapy for Relapsed or Refractory Classical Hodgkin Lymphoma",Lymphomas: Translational-Non-Genetic: Poster III,Second-Line Relapsed or Refractory Classical Hodgkin Lymphoma,True,Second-Line Relapsed/Refractory Classical Hodgkin Lymphoma,,5,58,3,0.55,False,False,,,No comparison
409919,Audience Q&A,What's Complement Got to Do with It? ANCA Vasculitis and the Complement System,ANCA Vasculitis,True,ANCA Vasculitis,,2,15,0,0.1,True,False,,,No comparison
147776,"Discovery Of Hbw-3-20, The First Reversible Inhibitor Of Bruton'S Tyrosine Kinase (Btk) With High Brain Exposure",Aggressive Non-Hodgkin Lymphoma - Clinical,Aggressive Non-Hodgkin Lymphoma,True,Aggressive Non-Hodgkin Lymphoma,,3,31,1,0.25,False,False,,,No comparison
328003,Immune Profiling of Double and Triple Hit High Grade B Cell Lymphoma Patients Treated with DA-EPOCH Reveals Activation of T Cells and Reduced T Cell Exhaustion,Lymphomas: Translational-Non-Genetic: Poster III,High Grade B Cell Lymphoma,True,Double and Triple Hit High Grade B Cell Lymphoma,,9,48,2,0.65,False,False,,,No comparison
262464,Potentiating Anti-Cd20 Monoclonal Antibody Therapy By Targeting Complement C3 Activation Fragments Covalently Deposited On Lymphoma Cells,Lymphoma Biology & Translational Research,Lymphoma ,True,Lymphoma,,1,8,1,0.15000000000000002,False,False,,,No comparison
213317,How does the type of urinary diversion affect health related quality of life (HRQOL) in the course of four years after radical cystectomy? - A propensity score-matched analysis,MP03: Bladder Cancer: Invasive I,Invasive Bladder Cancer,True,Invasive Bladder Cancer,,3,23,1,0.25,False,False,,,No comparison
147782,Investigation Of Preterm Intraventricular Hemorrhage-Induced Inflammatory Response And Microrna Levels In Human Choroid Plexus Epithelial Cells,Bleeding Disorders (Congenital And Acquired),Congenital Bleeding Disorder;;Acquired Bleeding Disorder,True,Preterm Intraventricular Hemorrhage,,3,35,0,0.15,False,False,,,No comparison
147785,"Haemophilia B Leyden, An Age-Related Mechanism For An Increase Of Factor Ix: Case Report And Literature Review",Bleeding Disorders (Congenital And Acquired),Haemophilia B Leyden,True,Haemophilia B Leyden,,3,20,0,0.15,False,False,,,No comparison
328014,Leveraging Pre-Clinical Animal Model of CTCL to Explore Therapeutic Potential of a Novel STAT3 Degrader,Lymphomas: Translational-Non-Genetic: Poster I,Lymphoma,True,Cutaneous T-Cell Lymphoma,,3,25,1,0.25,False,False,,,No comparison
328016,A Novel Cryopreservation and Biobanking Strategy to Study Lymphoid Tissue Stromal Cells in Lymphoproliferative Disorders,Lymphomas: Translational-Non-Genetic: Poster I,Lymphoproliferative Disorder,True,Lymphoproliferative Disorder,,2,28,1,0.2,False,False,,,No comparison
213341,Trends in holmium laser enucleation of the prostate for treatment of benign prostatic hyperplasia,MP04: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology II,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,,3,28,0,0.15,False,False,,,No comparison
213344,En-Bloc enucleation technique with early apical release and urinary sphincter preservation using Pulse modulation (Virtual Basket) vs En-Bloc HoLEP,MP04: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology II,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,,3,28,0,0.15,False,False,,,No comparison
295266,How to incorporate digital medicine in survivorship care after breast cancer,How to incorporate digital medicine in survivorship care after breast cancer,Breast Cancer,True,Breast Cancer,,2,13,1,0.2,False,False,,,No comparison
213348,Thulium YAG vs Thulium Fiber Laser Enucleation of the Prostate (ThuLEP vs TFLEP): a Multi-institution Trial to Compare Intra and Early Postoperative Outcomes.,MP04: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology II,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,,3,28,0,0.15,False,False,,,No comparison
377189,Changings In Genetic Definition And Management Of Acquired Aplastic Anemia: A Single Center Experience,Bone marrow failure syndromes incl. PNH - Clinical,Acquired Aplastic Anemia,True,Acquired Aplastic Anemia,,3,24,0,0.15,False,False,,,No comparison
311657,Challenges in Psoriatic Disease: When Skin and Joint Symptoms Are Divergent,Challenges in Psoriatic Disease: Divergent Skin and Joints,Psoriatic Disease,True,Psoriatic Disease,,2,17,1,0.2,False,False,,,No comparison
377194,Arginine Deprivation Induces Acquisition Of A Senescent Phenotype And Favors Genomic Instability In Multiple Myeloma Plasma Cells,Myeloma and other monoclonal gammopathies - Biology & Translational Research,Multiple Myeloma,True,Multiple Myeloma,,2,16,1,0.2,False,False,,,No comparison
409966,Controversies in the Management of Dyslipidemia in Children with CKD,Dyslipidemia in Pediatric CKD: Risk for Stiff Vessels?,Childhood Dyslipidemia,True,Childhood Dyslipidemia;;Childhood CKD,,3,37,0,0.15,True,False,,,No comparison
393583,"Comparative Efficacy Of Systemic Sequential Regorafenib After Sorafenib Or Lenvatinib Treatment Failure For Advanced Hepatocellular Carcinoma: A Retrospective, Multi-Center, Real-World Study",Hepatocellular Carcinoma (Hcc),Advanced Hepatocellular Carcinoma,True,Advanced Hepatocellular Carcinoma,,3,33,2,0.35,False,False,,,No comparison
262514,Clinical Significance Of Routine High-Resolution Strucural Variant Profiling In Myelodysplastic Syndromes,Myelodysplastic syndromes - Clinical,Myelodysplastic Syndrome,True,Myelodysplastic Syndrome,,2,24,1,0.2,False,False,,,No comparison
262522,Runx1 Variants With High Variant Allele Frequency In Myeloid Neoplasms. Germline Or Not?,Myelodysplastic syndromes - Clinical,Myeloid Neoplasm,True,Runx1-Mutated Myeloid Neoplasm,,3,30,0,0.15,False,False,,,No comparison
164220,Panel Discussion,Society for Pediatric Urology (SPU),,True,Pediatric Urological Disease,,3,28,1,0.25,False,False,,,No comparison
409981,Power of the US National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK) Repositories,Power of Large Biorepositories in Diabetic Kidney Disease,Diabetic Kidney Disease,True,Diabetic Kidney Disease,,3,23,1,0.25,False,False,,,No comparison
147837,Influence Of Inflammatory Cytokines On S100A Proteins Expression In Cll Patients,Chronic Lymphocytic Leukemia And Related Disorders - Biology & Translational Research,Chronic Lymphocytic Leukemia,True,Chronic Lymphocytic Leukemia,,3,28,2,0.35,False,False,,,No comparison
262527,Characterization Of Multiple Myeloma Cell Lines With Acquired-Resistance To Proteasome Inhibitors Highlights A Link Between Resistance And Metabolic Deregulation,Myeloma and other monoclonal gammopathies - Biology & Translational Research,Multiple Myeloma,True,Multiple Myeloma,,2,16,1,0.2,False,False,,,No comparison
409986,Novel Therapies in the Management of Genetic Stone Disease: Cystinuria and PH1,A Rocky Course: Bones and Stones Through the Life Span,Cystinuria;;Primary Hyperoxaluria Type 1;;Genetic Stone Disease,True,Cystinuria;;PH1,,1,15,0,0.05,False,False,,,No comparison
311696,Proposed ACR/EULAR Classification Criteria for CNO,Development of Proposed Classification Criteria for Pediatric Chronic Nonbacterial Osteomyelitis (CNO) and Chronic Recurrent Multifocal Osteomyelitis (CRMO),Pediatric Chronic Nonbacterial Osteomyelitis,True,Pediatric Chronic Nonbacterial Osteomyelitis;;Chronic Recurrent Multifocal Osteomyelitis,,7,88,1,0.44999999999999996,False,False,,,No comparison
344465,Chairperson,Contributions of the Tumor Glycome to Immune Suppression and Immunotherapy Resistance and Opportunities for Therapeutic Intervention,,True,Tumor,,1,5,1,0.15000000000000002,False,False,,,No comparison
344467,Reprogramming the tumor-immune microenvironment by targeting galectin-glycan interactions,Contributions of the Tumor Glycome to Immune Suppression and Immunotherapy Resistance and Opportunities for Therapeutic Intervention,,True,Tumor,,1,5,1,0.15000000000000002,False,False,,,No comparison
295316,Gender differences in colorectal cancer screening,Sex and gender differences in oncology: From prevention to care,Colorectal Cancer,True,Colorectal Cancer,,2,17,1,0.2,False,False,,,No comparison
147864,Effectiveness And Safety Of Ibrutinib In Chronic Lymphocytic Leukemia (Cll) And Mantle Cell Lymphoma (Mcl) In Belgian Routine Clinical Practice With A 3-Year Follow-Up,Chronic Lymphocytic Leukemia And Related Disorders - Clinical,Chronic Lymphocytic Leukemia;;Mantle Cell Lymphoma,True,Chronic Lymphocytic Leukemia;;Mantle Cell Lymphoma,,5,50,3,0.55,False,False,,,No comparison
393627,Tertiary Lymphoid Structures Localization And Maturation Heterogeneities Correlate With Divergent Clinical Outcomes And Immune Responses Of Clear Cell Renal Cell Carcinoma,Investigational Immunotherapy,Clear Cell Renal Cell Carcinoma,True,Clear Cell Renal Cell Carcinoma,,5,31,1,0.35,False,False,,,No comparison
213405,Medications mostly associated with haematuria: assessment of the EudraVigilance (EV) and Food and Drug Administration (FDA) Pharmacovigilance databases entries,"MP07: Bladder & Urethra: Anatomy, Physiology & Pharmacology",Haematuria,True,Haematuria,,1,10,0,0.05,False,False,,,No comparison
164257,Controversies in the Management of High-Risk Prostate Cancer,Society of Urologic Oncology (SUO),High-Risk Prostate Cancer,True,High-Risk Prostate Cancer,,3,25,1,0.25,False,False,,,No comparison
393639,Analysis Of Pulmonary Adverse Events Associated With Immune Checkpoint Inhibitors Based On Faers And Vigibase Database,Investigational Immunotherapy,,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
262567,Efficacy And Safety Of Daratumumab Monotherapy In Newly Diagnosed Patients With Stage 3B Light Chain Amyloidosis: A Phase 2 Study By The European Myeloma Network,Myeloma and other monoclonal gammopathies - Clinical,Newly Diagnosed Stage 3B Light Chain Amyloidosis,True,Newly Diagnosed Stage IIIB Light Chain Amyloidosis,,7,50,2,0.55,True,False,,,No comparison
262569,High Responses Rates With Single Agent Belantamab Mafodotin In Relapsed Systemic Al Amyloidosis,Myeloma and other monoclonal gammopathies - Clinical,Relapsed Systemic Al Amyloidosis,True,Relapsed Systemic AL Amyloidosis,,4,32,1,0.30000000000000004,True,False,,,No comparison
164266,Welcome and Introductory Remarks,Society for Basic Urologic Research (SBUR),,True,Urologic Disease,,2,16,1,0.2,False,False,,,No comparison
328106,Matching-Adjusted Indirect Comparisons of the Efficacy and Safety of Acalabrutinib Versus Ibrutinib in Relapsed/Refractory Mantle Cell Lymphoma,"Mantle Cell, Follicular, and Other Indolent B Cell Lymphomas: Clinical and Epidemiological: Poster I",Relapsed/Refractory Mantle Cell Lymphoma,True,Relapsed/Refractory Mantle Cell Lymphoma,,4,40,3,0.5,False,False,,,No comparison
377263,Role Of Interleukin 6 And Angiopoietins 1 And 2 In The Evolution Of Patients Diagnosed With Multiple Myeloma,Myeloma and other monoclonal gammopathies - Clinical,Multiple Myeloma,True,Multiple Myeloma,,2,16,1,0.2,False,False,,,No comparison
213425,Long Term Fertility Implications Following Adolescent Testicular Torsion: A Retrospective Analysis of a New York State All-Payer Database,MP08: Pediatric Urology: Penis & Scrotum,,True,Adolescent Testicular Torsion,,3,29,0,0.15,False,False,,,No comparison
295345,Presentation by Expert,Chronic lymphocytic leukemia (CLL): What is the optimal first-line therapy?,Chronic Lymphocytic Leukemia,True,First-Line Chronic Lymphocytic Leukemia,,4,39,2,0.4,False,False,,,No comparison
393651,Relapse-Free Survival With Adjuvant Dabrafenib/Trametinib Therapy After Relapse On A Prior Adjuvant Checkpoint Inhibitor And Subsequent Surgical Resection In Patients With Braf V600-Mutated Stage Iii/Iv Melanoma,Melanoma And Other Skin Tumours,Braf V600-Mutated Stage III/IV Melanoma,True,BRAF V600-Mutated Stage III/IV Melanoma,,5,39,1,0.35,True,False,,,No comparison
393652,Adjuvant Treatment With Anti-Pd-1 In Acral Melanoma Patients: A Nationwide Study,Melanoma And Other Skin Tumours,Acral Melanoma,True,Acral Melanoma,,2,14,0,0.1,False,False,,,No comparison
262579,Survival Outcomes Of Patients With Multiple Myeloma In France: A Cohort Study Using The French National Healthcare Database (Snds),Myeloma and other monoclonal gammopathies - Clinical,Multiple Myeloma,True,Multiple Myeloma,,2,16,1,0.2,False,False,,,No comparison
262577,Incidence And Clinical Outcome Of Sars-Cov-2 Infection After Vaccination In Patients With Monoclonal Gammopathy Of Undetermined Significance (Mgus),Myeloma and other monoclonal gammopathies - Clinical,Sars-Cov-2 Infection;;Monoclonal Gammopathy,True,SARS-CoV-2 Infection;;Monoclonal Gammopathy Of Undetermined Significance,,6,72,0,0.3,True,False,,,No comparison
295352,How to write and respond to a critical peer review,Young Oncologist Brunch 2: How to write and respond to a critical peer review,,True,Cancer,,1,6,1,0.15000000000000002,False,False,,,No comparison
377273,Preliminary Exploration On Lag-3 Expression Of Bone Marrow-Derived Macrophages In Severe Aplastic Anemia,Bone marrow failure syndromes incl. PNH - Biology & Translational Research,Severe Aplastic Anemia,True,Severe Aplastic Anemia,,3,22,1,0.25,False,False,,,No comparison
410042,Common Variants in Mendelian Disease Genes as Risk Factors for CKD,"APOL1, Nephrotic Syndrome, and HNF1B: Expanding Phenotypes and Mechanisms in Genetic Diseases",Chronic Kidney Disease,True,Chronic Kidney Disease;;Mendelian Disease,,4,41,2,0.4,False,False,,,No comparison
344512,Ordered and selective patterns of cancer genome evolution revealed by lineage tracing of sporadic p53 loss,"New Insights into Cancer Initiation, Evolution, Therapy and Survivorship through Big Data Analysis",Cancer ,True,TP53-Depleted Cancer,,2,20,1,0.2,False,False,,,No comparison
295362,State of the art first-line management of patients with advanced RCC,ESMO Colloquium Supported by Eisai Europe Ltd.: Optimising outcomes of patients with advanced renal cancer,Advanced Renal Cell Carcinoma,True,First-Line Advanced Renal Cell Carcinoma,,5,40,2,0.45,False,False,,,No comparison
311747,Q&A,"Experts Roundtable: Current and Future Payment Models, MIPS, and Other Hot Topics in Practice Management",,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
393665,First-Line Nivolumab Plus Ipilimumab In Advanced Melanoma Patients Previously Treated With Adjuvant Systemic Therapy.,Melanoma And Other Skin Tumours,Advanced Melanoma,True,Advanced Melanoma,,2,17,1,0.2,False,False,,,No comparison
295365,Q&A and discussion,ESMO Colloquium Supported by Eisai Europe Ltd.: Optimising outcomes of patients with advanced renal cancer,Advanced Renal Cancer,True,Advanced Renal Cancer,,3,21,2,0.35,False,False,,,No comparison
344518,BI 907828: A highly potent MDM2-p53 antagonist suitable for intermittent dose schedules,Late-Breaking Research: Chemistry,,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
377287,"A Novel Approach Of Dual Metagenomics Next-Generation Sequencing For Early Diagnosis Of Blood Stream Infection In Hematologic Patients With Febrile Neutropenia: A Multicenter, Prospective Study",Infections and SCT complications,Febrile Neutropenia,True,Blood Stream Infection;;Febrile Neutropenia,,4,43,0,0.2,False,False,,,No comparison
410057,Mechanisms of Kidney Injury and Lower Endowment in the Extreme Preterm,Maternal and Environmental Factors: Effect on Kidney Formation and Function,Kidney Injury,True,Extreme Preterm Kidney Injury,,4,29,0,0.2,False,False,,,No comparison
213447,Quality of Information in Spanish on BRCA and Genetic Testing in Prostate Cancer on YouTube,MP09: Prostate Cancer: Detection & Screening I,Prostate Cancer,True,Prostate Cancer,,2,15,1,0.2,False,False,,,No comparison
295375,TNBC today: How can we increase survival for a very heterogenous and aggressive disease?,"Gilead and Kite Oncology - Redefining the Lines of TNBC, Real-world management: improving survival for patients with metastatic TNBC",Triple-Negative Breast Cancer,True,Triple-Negative Breast Cancer,,3,29,2,0.35,False,False,,,No comparison
328146,"Brentuximab Vedotin, Nivolumab, Doxorubicin, and Dacarbazine (AN+AD) for Early Stage Classic Hodgkin Lymphoma: Interim Efficacy and Safety Results from the Single-Arm Phase 2 Study (SGN35-027 Part C)",Hodgkin Lymphomas and T/NK cell Lymphomas: Clinical and Epidemiological: Poster III,Early Stage Classic Hodgkin Lymphoma,True,Early Stage Classic Hodgkin Lymphoma,,5,36,3,0.55,False,False,,,No comparison
328150,Late Effects Comparison between Two Chemotherapy Regimens for Hodgkin Lymphoma,Hodgkin Lymphomas and T/NK cell Lymphomas: Clinical and Epidemiological: Poster III,Hodgkin Lymphoma,True,Hodgkin Lymphoma,,2,16,1,0.2,False,False,,,No comparison
147934,"Selection, Expansion, And New Pretreatment Of Human Natural Killer Cells With Anti-Cd38 Monoclonal Antibody For Efficient Treatment Of Multiple Myeloma.","Gene Therapy, Cellular Immunotherapy And Vaccination - Biology & Translational Research",Multiple Myeloma,True,Multiple Myeloma,,2,16,1,0.2,False,False,,,No comparison
180704,Assessment of the Clonal Dynamics of Acquired Mutations in Patients (Pts) with Relapsed/Refractory Chronic Lymphocytic Leukemia (R/R CLL) Treated in the Randomized Phase 3 Murano Trial Supports Venetoclax-Rituximab (VenR) Fixed-Duration Combination Treatment (Tx),Chronic Lymphocytic Leukemia: Clinical and Epidemiological: Poster I,Relapsed/Refractory Chronic Lymphocytic Leukemia,True,Relapsed/Refractory Chronic Lymphocytic Leukemia,,4,48,4,0.6000000000000001,False,False,,,No comparison
213477,Endoscopic Injection Of The Bladder Neck Using Dextranomer Hyaluronate (Dx/Ha) In The Pediatric Patient: Results Of A Single Center Analysis With Long Term Follow Up,"MP11: Pediatric Urology: Neurogenic Bladder, Reconstruction & Urologic Emergencies",Pediatric Neurogenic Bladder,True,Pediatric Neurogenic Bladder;;Pediatric Urologic Emergency,,5,58,0,0.25,False,False,,,No comparison
213478,A Technique to Prevent Stomal Stenosis in Reconstructive Urology,"MP11: Pediatric Urology: Neurogenic Bladder, Reconstruction & Urologic Emergencies",,True,Pediatric Neurogenic Bladder;;Pediatric Urologic Emergency,,5,58,0,0.25,False,False,,,No comparison
295399,"Triple, double and monotherapy: what is the sequence for best outcomes?",Ipsen - Disrupting the landscape: the Plus One in RCC and NSCLC,Renal Cell Carcinoma;;Non-Small Cell Lung Cancer,True,Renal Cell Carcinoma;;Non-Small Cell Lung Cancer,,6,48,2,0.5,False,False,,,No comparison
262634,T Cell Response And Omicron Variant Neutralisation Following Vaccination Against Sars-Cov-2 In Patients With Chronic Myeloid Disorders,Myeloproliferative neoplasms - Biology & Translational Research,Chronic Myeloid Disorder,True,Chronic Myeloid Disorder,,3,24,2,0.35,False,False,,,No comparison
213480,Survival analysis among Utah residents with spina bifida born between 1950 and 2015,"MP11: Pediatric Urology: Neurogenic Bladder, Reconstruction & Urologic Emergencies",Spina Bifida,True,Spina Bifida,,2,12,0,0.1,False,False,,,No comparison
295405,Therapeutic approaches in unresectable / advanced HCC,AstraZeneca - Immunotherapy: the evolving treatment landscape in hepatobiliary cancers,Unresectable/Advanced Hepatocellular Carcinoma,True,Unresectable/Advanced Hepatocellular Carcinoma,,3,46,2,0.35,False,False,,,No comparison
393710,Transforming Growth Factor-Beta-1 And Soluble Co-Inhibitory Immune Checkpoints As Putative Drivers Of Immune Suppression In Advanced Basal Cell Carcinoma,Melanoma And Other Skin Tumours,Advanced Basal Cell Carcinoma,True,Advanced Basal Cell Carcinoma,,4,29,2,0.4,False,False,,,No comparison
410094,Value of Urine Microscopy in Clinical Practice: Illustration by Cases,"Liquid ""Gold,"" Urinary Sediment Microscopy: Current Utility of an Old Tool",,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
262640,Peripheral Blood Cytotoxic T Cells Show Early Exhausted Features In Myelofibrosis Patients,Myeloproliferative neoplasms - Biology & Translational Research,Myelofibrosis ,True,Myelofibrosis,,1,13,0,0.05,False,False,,,No comparison
328177,Primary Cutaneous Gamma-Delta T-Cell Lymphoma (PCGDTCL) Descriptors and Clinicopathologic Determinants of Survival: Analysis of a Pooled Database,Hodgkin Lymphomas and T/NK cell Lymphomas: Clinical and Epidemiological: Poster I,Primary Cutaneous Gamma-Delta T-Cell Lymphoma,True,Primary Cutaneous Gamma-Delta T-Cell Lymphoma,,5,45,1,0.35,False,False,,,No comparison
311793,Roundtable 04 - Career in Private Practice (Adult and Pediatric Rheumatology) IV,Fellows-In-Training: Roundtables,Adult Pediatric Rheumatic Disease,True,Adult Rheumatic Disease;;Pediatric Rheumatic Disease,,5,52,1,0.35,False,False,,,No comparison
213484,Short and Long Term Renal Outcomes in Clinically Matched Cohorts of Newborns with PUV Managed by Primary Vesicostomy Versus Primary Valve Ablation,"MP11: Pediatric Urology: Neurogenic Bladder, Reconstruction & Urologic Emergencies",Neonatal Posterior Urethral Valve,True,Neonatal Posterior Urethral Valve,,4,33,0,0.2,False,False,,,No comparison
311791,Roundtable 04 - Career in Private Practice (Adult and Pediatric Rheumatology) III,Fellows-In-Training: Roundtables,,True,Adult Rheumatologic Disease;;Pediatric Rheumatologic Disease,,5,60,1,0.35,False,False,,,No comparison
311808,Roundtable 08 - How to Establish a Career Niche IV,Fellows-In-Training: Roundtables,,True,No indication found,,3,19,0,0.15,False,False,,,No comparison
295427,Metastatic non-small-cell lung cancer: Discussion / Q&A,ESMO Clinical Practice Guidelines session 2,Metastatic Non-Small-Cell Lung Cancer,True,Metastatic Non-Small-Cell Lung Cancer,,4,37,1,0.30000000000000004,False,False,,,No comparison
393731,Evaluation Of The Transcriptomic Presence Of Tumor Associated Antigens (Taas) From Antibody Drug Conjugates (Adcs) And Pd-L1 In Melanoma: Options For New Clinical Opportunities,Melanoma And Other Skin Tumours,Melanoma,True,Melanoma,,1,8,0,0.05,False,False,,,No comparison
311815,Roundtable 10 - Early Career Niche in Pediatric Rheumatology: Amplified Pain Syndrome III,Fellows-In-Training: Roundtables,Pediatric Amplified Pain Syndrome III,True,Pediatric Amplified Pain Syndrome III,,5,37,1,0.35,True,False,,,No comparison
262670,Higher Estimated Plasma Volume Status Is Associated With Increased Thrombotic Risk And Impaired Survival In Patients With Primary Myelofibrosis,Myeloproliferative neoplasms - Clinical,Primary Myelofibrosis,True,Primary Myelofibrosis,,2,21,0,0.1,False,False,,,No comparison
295442,Invited Discussant LBA54 and 972O,"Proffered Paper session: NSCLC, metastatic",Metastatic Non-Small Cell Lung Cancer,True,Metastatic Non-Small Cell Lung Cancer,,5,37,1,0.35,False,False,,,No comparison
