abstract_id,abstract_title,session_title,ground_truth,approach_2_success,approach_2_indication,approach_2_confidence,approach_2_word_count,approach_2_length,approach_2_clinical_terms,approach_2_complexity,approach_2_has_abbreviations,approach_2_has_parentheses,approach_2_error,inter_model_avg_similarity,inter_model_consensus,approach_2_indication_response
213592,Are pre-operative urine cultures and cystoscopies before ureteral reimplantation clinically useful or cost effective?,MP17: Pediatric Urology: Upper & Lower Urinary Tract,,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
344667,Detecting and intervening on rare pre-existing resistant subclones to BRAF/MEK inhibitors in metastatic melanoma,Diagnostic and Prognostic Biomarkers 1,Metastatic Melanoma,True,Metastatic Melanoma,0.95,2,19,0,0.1,False,False,,,No comparison,Metastatic Melanoma
180828,Impact of Daratumumab Monotherapy on Bone Metabolism Parameters in Patients with Relapsed and/or Refractory Multiple Myeloma Who Have Received at Least Two Prior Lines of Therapy Including Lenalidomide and a Proteasome Inhibitor: Outcomes of the Phase 2 Rebuild Study,Myeloma and Plasma Cell Dyscrasias: Clinical-Prospective Therapeutic Trials: Poster I,Relapsed and/or Refractory Multiple Myeloma,True,Relapsed/Refractory Multiple Myeloma,0.95,3,36,3,0.45,False,False,,,No comparison,Relapsed/Refractory Multiple Myeloma
377438,Pharmacodynamic Activity Of Gen3014 (Hexabody-Cd38) In Patients With Multiple Myeloma Supports Enhanced Complement Dependent Cytotoxicity Of Gen3014 Compared To Daratumumab,Myeloma and other monoclonal gammopathies - Biology & Translational Research,Multiple Myeloma,True,Multiple Myeloma,0.95,2,16,1,0.2,False,False,,,No comparison,Multiple Myeloma
311906,Q&A,Genetic Predisposition and the Balance Between Infection and Autoimmunity,,True,Infection;;Autoimmunity,0.95,1,23,0,0.05,False,False,,,No comparison,Infection;;Autoimmunity
393826,Concordance Of Pd-L1 Expression Between Biopsy And Matched Surgical Specimen In Early-Stage Non-Small Cell Lung Cancer: Lc-Scrum-Advantage/Mrd,"Nsclc, Early Stage",Early-Stage Non-Small Cell Lung Cancer,True,Early Stage Non-Small Cell Lung Cancer,0.95,6,38,3,0.6,False,False,,,No comparison,Early Stage Non-Small Cell Lung Cancer
393827,Predicting Pd-L1 Expression Using [18F]Fdg Pet/Ct In Early Stage Non-Small Cell Lung Cancer (Nsclc).,"Nsclc, Early Stage",Early Stage Non-Small Cell Lung Cancer,True,Early Stage PD-L1-Expressing Non-Small Cell Lung Cancer,0.95,7,55,3,0.65,True,False,,,No comparison,Early Stage PD-L1-Expressing Non-Small Cell Lung Cancer
213605,Is Excretory Phase Computerized Tomography Important for Evaluation of High Grade Renal Trauma?: Results from the Traumatic Renal Injury Collaboration for Kids (TRICK),MP17: Pediatric Urology: Upper & Lower Urinary Tract,Traumatic Renal Injury,True,Pediatric High Grade Renal Trauma,0.95,5,33,1,0.35,False,False,,,No comparison,Pediatric High Grade Renal Trauma
393830,Real-World Outcomes In Stage I-Iii Resectable Non-Small Cell Lung Cancer (Nsclc): Thassos-Intl Study,"Nsclc, Early Stage",Stage I-III Resectable Non-Small Cell Lung Cancer,True,Stage 1-3 Resectable Non-Small Cell Lung Cancer,0.95,7,47,2,0.55,False,False,,,No comparison,Stage 1-3 Resectable Non-Small Cell Lung Cancer
393832,Neoadjuvant Therapy With Anti-Pd-1/Pd-L1 Plus Platinum-Base Chemotherapy For Resectable Stage Ii-Iii Non-Small Cell Lung Cancer: A Systematic Review And Meta-Analysis Of Randomized Clinical Trials,"Nsclc, Early Stage",Resectable Stage II-III Non-Small Cell Lung Cancer,True,Resectable Stage 2-3 Non-Small Cell Lung Cancer,0.95,7,47,2,0.55,False,False,,,No comparison,Resectable Stage 2-3 Non-Small Cell Lung Cancer
164457,"Welcome and Why SOBPD Should Exist, Who We Are and Our Mission. Society Benefits, Annual meetings",Society for Benign Prostate Disease,Benign Prostatic Hyperplasia,True,Benign Prostate Disease,0.95,3,23,1,0.25,False,False,,,No comparison,Benign Prostate Disease
180842,The Potential Roles of Mucosa-Associated Invariant T Cells in the Pathogenesis of Gut Graft-Versus-Host Disease after Hematopoietic Stem Cell Transplantation,Experimental Transplantation: Basic and Translational: Poster I,Graft-Versus-Host Disease,True,Gut Graft-Versus-Host Disease,0.95,3,29,1,0.25,False,False,,,No comparison,Gut Graft-Versus-Host Disease
262759,Health-Related Quality Of Life In Patients With Triple-Class Exposed Relapsed/Refractory Multiple Myeloma Treated With Iberdomide Plus Dexamethasone In A Phase 1B/2A Open-Label Dose Escalation Study,"Quality of life, palliative care, ethics and health economics",Relapsed/Refractory Multiple Myeloma ,True,Relapsed/Refractory Multiple Myeloma,0.95,3,36,3,0.45,False,False,,,No comparison,Relapsed/Refractory Multiple Myeloma
164460,The Advent of Directed Medical BPH Care-How Alpha Blockers were Developed,Society for Benign Prostate Disease,Benign Prostatic Hyperplasia,True,Benign Prostate Disease;;Benign Prostatic Hyperplasia,0.95,5,53,1,0.35,False,False,,,No comparison,Benign Prostate Disease;;Benign Prostatic Hyperplasia
295539,Patient and Public Involvement in Cancer Research: The Needs and Perceptions of Older Adults Living with and After Cancer,Supportive care and symptom management,Older Adult Cancer,True,Older Adult Cancer,0.95,3,18,1,0.25,False,False,,,No comparison,Older Adult Cancer
164469,Photoselective Vaporization of the Prostate,Society for Benign Prostate Disease,Benign Prostate Disease,True,Benign Prostate Disease,0.95,3,23,1,0.25,False,False,,,No comparison,Benign Prostate Disease
311932,How Does the Use of Concomitant Methotrexate Affect the Efficacy and Safety of Biologics for Psoriatic Arthritis?,How Does the Use of Concomitant Methotrexate Affect the Efficacy and Safety of Biologics for Psoriatic Arthritis?,Psoriatic Arthritis,True,Psoriatic Arthritis,0.95,2,19,0,0.1,False,False,,,No comparison,Psoriatic Arthritis
344700,OvaPrint - a novel cfDNA methylation liquid biopsy for cancer risk assessment in high grade serous ovarian carcinoma,Liquid Biopsies: Circulating Nucleic Acids and Circulating Tumor Cells 1,High Grade Serous Ovarian Carcinoma,True,High Grade Serous Ovarian Carcinoma,0.95,5,35,2,0.45,False,False,,,No comparison,High Grade Serous Ovarian Carcinoma
393855,First-Line Osimertinib In Patients With Egfr Mutated Lung Cancer With Uncommon Mutations (Ocelot Study - Interim Analysis),"Nsclc, Metastatic",EGFR-Mutated Lung Cancer,True,EGFR-Mutated Metastatic Non-Small Cell Lung Cancer,0.95,6,50,1,0.4,True,False,,,No comparison,EGFR-Mutated Metastatic Non-Small Cell Lung Cancer
344703,Development of a genome-wide methylome enrichment platform for multi-cancer early detection (MCED),Liquid Biopsies: Circulating Nucleic Acids and Circulating Tumor Cells 1,Cancer,True,Cancer,0.95,1,6,1,0.15,False,False,,,No comparison,Cancer
230018,Breast cancer: Online education's effect on clinician ability to assess risk of recurrence and understanding the latest data.,Breast Cancer-Local/Regional/Adjuvant,Breast Cancer,True,Breast Cancer,0.95,2,13,1,0.2,False,False,,,No comparison,Breast Cancer
148103,Cohesin Mutations Are Associated With A Poor Prognosis Phenotype And A Worse Clinical Outcome In Low-Risk Myelodysplastic Syndromes Patients,Myelodysplastic Syndromes - Biology & Translational Research,Low-Risk Myelodysplastic Syndrome,True,Low-Risk Myelodysplastic Syndrome,0.95,3,33,1,0.25,False,False,,,No comparison,Low-Risk Myelodysplastic Syndrome
262793,Long-Term Follow-Up Of Dutch Patients With Sickle Cell Disease Diagnosed By Neonatal Screening - Effect On The Morbidity And Mortality In The Netherlands.,Sickle cell disease,Sickle Cell Disease,True,Sickle Cell Disease,0.95,3,19,1,0.25,False,False,,,No comparison,Sickle Cell Disease
328332,Impact on Tumour Treatment and Outcome of Sars-Cov-2 Infection in 91 Patients with Primary CNS Lymphoma: A Real-Life Study of the International PCNSL Collaborative Group,Aggressive Lymphomas: Clinical and Epidemiological: Poster I,Sars-Cov-2 Infection;;Primary CNS Lymphoma,True,Primary CNS Lymphoma,0.95,3,20,1,0.25,True,False,,,No comparison,Primary CNS Lymphoma
262802,Allogeneic Hematopoietic Stem Transplantation (Hsct) In Patients Over 60 Years. Retrospective Experience Of Two Spanish Centers Between 2015-2020,Stem cell transplantation - Clinical,,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
148116,Mesenchymal Stromal Cells As A Potential Therapeutic Tool In Enhancing Residual Healthy Haematopoiesis In Low-Risk Mds Patients,Myelodysplastic Syndromes - Biology & Translational Research,Low-Risk Myelodysplastic Syndrome,True,Low-Risk Myelodysplastic Syndrome,0.95,3,33,1,0.25,False,False,,,No comparison,Low-Risk Myelodysplastic Syndrome
377489,Prophylactic And Preemptive Use Of Dli Compare Favourably To Their Therapeutic Use In Adult Acute Lymphoblastic Leukemia (All) - Results Of A Multicentre Retrospective Study,Acute lymphoblastic leukemia - Clinical,Adult Acute Lymphoblastic Leukemia,True,Adult Acute Lymphoblastic Leukemia,0.95,4,34,2,0.4,False,False,,,No comparison,Adult Acute Lymphoblastic Leukemia
311960,"Phosphofructokinase P Fine-Tunes T Regulatory Cell Metabolism, Function and Stability in Systemic Autoimmunity",Ignite Session 1C,,True,Systemic Autoimmunity,0.95,2,21,0,0.1,False,False,,,No comparison,Systemic Autoimmunity
230042,Predictive value of circulating tumor cells FTH1 gene on the efficacy of neoadjuvant chemotherapy in non-metastatic breast cancer.,Breast Cancer-Local/Regional/Adjuvant,Non-Metastatic Breast Cancer,True,Non-Metastatic Breast Cancer,0.95,3,28,1,0.25,False,False,,,No comparison,Non-Metastatic Breast Cancer
213661,A Pilot Study of Outcomes after Robot-Assisted Sigmoid Vaginoplasty for Gender Dysphoria,MP20: Trauma/Reconstruction/Diversion: External Genitalia Reconstruction and Urotrauma (including transgender surgery) I,Gender Dysphoria,True,Gender Dysphoria,0.95,2,16,0,0.1,False,False,,,No comparison,Gender Dysphoria
410269,Impact of Primary Kidney Disease on the Effects of Empagliflozin in Patients with CKD,Interventions to Reduce CKD Progression,Primary Kidney Disease;;Chronic Kidney Disease,True,Primary Kidney Disease;;Chronic Kidney Disease,0.95,5,46,2,0.45,False,False,,,No comparison,Primary Kidney Disease;;Chronic Kidney Disease
393888,Updated Patient-Reported Outcomes From The Crown Study: Analyses In First-Line Alk+ Patients With (W) And Without (W/O) Baseline Brain Metastases (Bms) And W Or W/O Central Nervous System Adverse Events (Cns Aes),"Nsclc, Metastatic",First-Line ALK-Postive Metastatic Non-Small Cell Lung Cancer,True,First-Line ALK-Positive Metastatic Non-Small Cell Lung Cancer,0.95,7,61,2,0.55,True,False,,,No comparison,First-Line ALK-Positive Metastatic Non-Small Cell Lung Cancer
148133,Venetoclax Combined With Azacitidine In The Treatment Of Relapsed/Refractory High-Risk Myelodysplastic Syndromes And Acute Myeloid Leukemia: A Retrospective Single-Center Study,Myelodysplastic Syndromes - Clinical,Relapsed/Refractory High-Risk Myelodysplastic Syndrome;;Relapsed/Refractory High-Risk Acute Myeloid Leukemia,True,Relapsed/Refractory High-Risk Myelodysplastic Syndrome;;Relapsed/Refractory Acute Myeloid Leukemia,0.95,7,98,5,0.85,False,False,,,No comparison,Relapsed/Refractory High-Risk Myelodysplastic Syndrome;;Relapsed/Refractory Acute Myeloid Leukemia
230055,Axillary surgery after neoadjuvant chemotherapy in breast cancer patients downstaging from cN+ to ycN0.,Breast Cancer-Local/Regional/Adjuvant,Breast Cancer,True,Node-Positive Breast Cancer,0.95,3,27,2,0.35,False,False,,,No comparison,Node-Positive Breast Cancer
230053,Neutrophil-lymphocyte ratio and prediction of pathological complete response to neoadjuvant treatment in breast cancer.,Breast Cancer-Local/Regional/Adjuvant,Breast Cancer,True,Breast Cancer,0.95,2,13,1,0.2,False,False,,,No comparison,Breast Cancer
410286,Differential cfDNA Methylation in Kidney Allograft Rejection,"Kidney Transplantation: Biomarkers, New and Old",,True,Kidney Allograft Rejection,0.95,3,26,0,0.15,False,False,,,No comparison,Kidney Allograft Rejection
410288,Elevated Glycolytic Markers in Urinary Extracellular Vesicles in Kidney Transplant T Cell-Mediated Rejection,"Kidney Transplantation: Biomarkers, New and Old",,True,Kidney Transplant T Cell-Mediated Rejection,0.95,5,43,0,0.25,False,False,,,No comparison,Kidney Transplant T Cell-Mediated Rejection
410290,Uncontrolled Hypertension Is Associated with Increased Risk of Graft Failure in Kidney Transplant Recipients: A Nationwide Population-Based Study,"Kidney Transplantation: Biomarkers, New and Old",Hypertension ,True,Hypertension;;Graft Failure,0.95,2,27,0,0.1,False,False,,,No comparison,Hypertension;;Graft Failure
230073,Impacts of subtypes on clinical feature and outcome of male breast cancer.,Breast Cancer-Local/Regional/Adjuvant,Breast Cancer,True,Breast Cancer,0.95,2,13,1,0.2,False,False,,,No comparison,Breast Cancer
393915,Efficacy Of First-Line Treatment Options In Advanced Her2-Altered Non-Small Cell Lung Cancer: A Multi-Center Retrospective Study,"Nsclc, Metastatic",First-Line Advanced HER2-Altered Non-Small Cell Lung Cancer,True,First-Line Advanced HER2-Altered Non-Small Cell Lung Cancer,0.95,7,59,2,0.55,False,False,,,No comparison,First-Line Advanced HER2-Altered Non-Small Cell Lung Cancer
148158,Tumor Associated Macrophages Inhibit Cd8+T Cells Immune Responses Via Pd-1/Pd-L1 Pathway In Multiple Myeloma,Myeloma And Other Monoclonal Gammopathies - Biology & Translational Research,Multiple Myeloma,True,Multiple Myeloma,0.95,2,16,1,0.2,False,False,,,No comparison,Multiple Myeloma
262851,Efficacy And Safety Comparison Of Calcineurin Inhibitors Used For Gvhd Prophylaxis In Hematopoietic Stem Cell Transplantation In Children With Thalassemia,Stem cell transplantation - Clinical,Thalassemia,True,Childhood Thalassemia,0.95,2,21,0,0.1,False,False,,,No comparison,Childhood Thalassemia
213700,How is health-related quality of life affected by salvage cystectomy and urinary diversion as a last-line option for benign disease,"MP22: Trauma/Reconstruction/Diversion: Urethral Reconstruction (including Stricture, Diverticulum) I",,True,Stricture;;Diverticulum,0.95,1,23,0,0.05,False,False,,,No comparison,Stricture;;Diverticulum
180933,Screening Chest CT Prior to Allogenic Transplantation - High Rates of Occult Abnormalities,"Allogeneic Transplantation: Conditioning Regimens, Engraftment and Acute Toxicities: Poster I",,True,,0.99,0,0,0,0.0,False,False,,,No comparison,
180932,The Impact of Letermovir (LTV) Prophylaxis on Early Cytomegalovirus Infection (CMVi) and Outcomes in the Adult Allogeneic Hematopoietic Cell Transplantation (alloHCT) Recipients with High-Risk Donor Type,"Allogeneic Transplantation: Conditioning Regimens, Engraftment and Acute Toxicities: Poster I",Early Cytomegalovirus Infection,True,Adult Early Cytomegalovirus Infection,0.95,4,37,1,0.3,False,False,,,No comparison,Adult Early Cytomegalovirus Infection
393929,Real-World Routine Kras Testing Practices In France For Patients (Pts) With Advanced Or Metastatic (Am) Non-Small Cell Lung Cancer (Nsclc): Data From The Esme Cohort,"Nsclc, Metastatic",Advanced Or Metastatic Non-Small Cell Lung Cancer,True,Advanced/Metastatic Non-Small Cell Lung Cancer,0.95,5,46,2,0.45,False,False,,,No comparison,Advanced/Metastatic Non-Small Cell Lung Cancer
393942,Recurrence Of Infusion-Related Reaction (Irrs) Associated To Avimantamab,"Nsclc, Metastatic",Metastatic Non-Small Cell Lung Cancer,True,Metastatic Non-Small Cell Lung Cancer,0.95,5,37,1,0.35,False,False,,,No comparison,Metastatic Non-Small Cell Lung Cancer
213726,Circulating tumor DNA is a strong predictor in patients treated with systemic therapy for urothelial carcinoma,MP23: Bladder Cancer: Invasive III,Urothelial Carcinoma,True,Invasive Urothelial Carcinoma,0.95,3,29,1,0.25,False,False,,,No comparison,Invasive Urothelial Carcinoma
230112,Survival trends of patients with Paget disease of the breast: A National Cancer Database (NCDB) study.,Breast Cancer-Local/Regional/Adjuvant,Paget Disease of the Breast,True,Paget Disease of the Breast,0.95,5,27,1,0.35,False,False,,,No comparison,Paget Disease of the Breast
410337,A Novel Glomerular Endothelium-Targeting Adeno-Associated Virus (AAV) Delivers Bacterial Proteinase to Treat Glomerulonephritis,"Bioengineering, Augmented Intelligence, Digital Health, and Data Science",Glomerulonephritis,True,Glomerulonephritis,0.95,1,18,0,0.05,False,False,,,No comparison,Glomerulonephritis
295653,Discussion,"Young Oncologist Forum: Going on a Research Journey: From grant writing, over PhD to team management",,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
328423,"ASC4START: A Phase IIIb, Open-Label, Randomized Study of Tolerability and Efficacy of Asciminib Versus Nilotinib in Patients with Newly Diagnosed Philadelphia Chromosome-Positive Chronic Myelogenous Leukemia in Chronic Phase",Chronic Myeloid Leukemia: Clinical and Epidemiological: Poster II,Newly Diagnosed Ph-Positive Chronic Myelogenous Leukemia in Chronic Phase,True,Newly Diagnosed Ph Chromosome-Positive Chronic-Phase Chronic Myelogenous Leukemia,0.95,8,81,4,0.8,False,False,,,No comparison,Newly Diagnosed Ph Chromosome-Positive Chronic-Phase Chronic Myelogenous Leukemia
410348,Excess Mortality During the COVID-19 Pandemic in a Mid-Sized Dialysis Provider,COVID-19: A New Understanding and Lessons Learned,COVID-19 Infection,True,COVID-19;;End Stage Renal Disease,0.95,4,33,2,0.4,True,False,,,No comparison,COVID-19;;End Stage Renal Disease
328431,Cancer-Related Gene Mutations Drive Resistance to the Third-Generation Tyrosine Kinase Inhibitor Therapy in Chronic Myeloid Leukaemia,Chronic Myeloid Leukemia: Clinical and Epidemiological: Poster III,Chronic Myeloid Leukaemia,True,Chronic Myeloid Leukemia,0.95,3,24,2,0.35,False,False,,,No comparison,Chronic Myeloid Leukemia
328438,Digital Droplet (dd) Polymerase Chain Reaction (PCR) Assays Offer Limited Advantages over Conventional Reverse-Transcriptase Quantitative PCR (RT-qPCR) for the Prediction of Molecular Recurrence after Treatment Discontinuation in Chronic Myeloid Leukemia (CML): Results from the Destiny Study,Chronic Myeloid Leukemia: Clinical and Epidemiological: Poster III,Chronic Myeloid Leukemia,True,Chronic Myeloid Leukemia,0.95,3,24,2,0.35,False,False,,,No comparison,Chronic Myeloid Leukemia
328439,Targeted Next-Generation Sequencing Identifies Additional Mutations Other Than BCR-ABL in Chronic Myeloid Leukemia Patients: A Chinese Monocentric Retrospective Study,Chronic Myeloid Leukemia: Clinical and Epidemiological: Poster III,BCR-ABL-Fusion Chronic Myeloid Leukemia,True,Chronic Myeloid Leukemia,0.95,3,24,2,0.35,False,False,,,No comparison,Chronic Myeloid Leukemia
180989,Safety of Autologous Hematopoietic Stem Cell Transplantation in Patients over 75 Years Old. Single Center Experience Serving a Minority Population,Autologous Transplantation: Clinical and Epidemiological: Poster I,,True,,0.99,0,0,0,0.0,False,False,,,No comparison,
328455,Subjects with Chronic Myeloid Leukemia Identified As Intermediate- or High-Risk Subjects Using the Imatinib Therapy Failure (IMTF) Model Benefit from Initial Therapy with a Second-Generation Tyrosine Kinase Inhibitor,Chronic Myeloid Leukemia: Clinical and Epidemiological: Poster I,Intermediate-Risk High-Risk Chronic Myeloid Leukemia,True,Intermediate-Risk Chronic Myeloid Leukemia;;High-Risk Chronic Myeloid Leukemia,0.95,7,78,2,0.55,False,False,,,No comparison,Intermediate-Risk Chronic Myeloid Leukemia;;High-Risk Chronic Myeloid Leukemia
148233,"Survival Among Older Patients With Previously Treated Multiple Myeloma Treated With Selinexor, Bortezomib, And Dexamethasone (Xvd) In The Boston Study",Myeloma And Other Monoclonal Gammopathies - Clinical,Elderly Previously Treated Multiple Myeloma,True,Elderly Previously Treated Multiple Myeloma,0.95,5,43,2,0.45,False,False,,,No comparison,Elderly Previously Treated Multiple Myeloma
262924,A Phase 1/2 Study To Evaluate Ponatinib With Chemotherapy In Pediatric Patients With Relapsed/Resistant/Intolerant Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia Or With T315I Mutation,Acute lymphoblastic leukemia - Clinical,Relapsed/Intolerant Ph-Positive T315I Mutated Acute Lymphoblastic Leukemia,True,Pediatric Relapsed/Refractory Ph Chromosome-Positive Acute Lymphoblastic Leukemia;;Pediatric T315I-Mutated Ph Chromosome-Positive Acute Lymphoblastic Leukemia,0.95,13,158,5,1.0,False,False,,,No comparison,Pediatric Relapsed/Refractory Ph Chromosome-Positive Acute Lymphoblastic Leukemia;;Pediatric T315I-Mutated Ph Chromosome-Positive Acute Lymphoblastic Leukemia
410383,Outcomes Associated with Sodium-Glucose Cotransporter-2 Inhibitors in Kidney Transplant Recipients: A Real-World Analysis Using a Global Federated Database,Kidney Transplantation: New Translational Insights,,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
377619,Discontinuation Of Treatment With Thrombopoietin Receptor Agonists In Patients With Immune Thrombocytopenia: A Single-Center Clinical Experience,Bleeding disorders (congenital and acquired),Immune Thrombocytopenia,True,Immune Thrombocytopenia;;Congenital Bleeding Disorder;;Acquired Bleeding Disorder,0.95,6,81,1,0.4,False,False,,,No comparison,Immune Thrombocytopenia;;Congenital Bleeding Disorder;;Acquired Bleeding Disorder
213784,Rural Hospital Location is Associated with Higher Reported Prices for Ureteroscopy with Laser Lithotripsy Among Commercially Insured Patients,MP26: Stone Disease: Epidemiology & Evaluation I,Stone Disease,True,Stone Disease,0.95,2,13,1,0.2,False,False,,,No comparison,Stone Disease
394009,Challenge Of Systemic First-Line Treatment Of Elderly Lung Cancer Patients,"Nsclc, Metastatic",First-Line Elderly Lung Cancer,True,Elderly First-Line Metastatic Non-Small Cell Lung Cancer,0.95,7,56,1,0.45,False,False,,,No comparison,Elderly First-Line Metastatic Non-Small Cell Lung Cancer
344862,"Mini-tumors: Pre-clinical HCI assays to screen anti-cancer drugs in the context of organoids, cancer-associated fibroblasts and immune cells",Targeting the Tumor Microenvironment,Cancer,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
148257,Overall And Complete Response Rates As Potential Surrogates For Overall Survival In Relapsed Refractory Multiple Myeloma,Myeloma And Other Monoclonal Gammopathies - Clinical,Relapsed Refractory Multiple Myeloma,True,Relapsed/Refractory Multiple Myeloma,0.95,3,36,3,0.45,False,False,,,No comparison,Relapsed/Refractory Multiple Myeloma
295712,The impact of an Education WhatsApp Group to support nurses working in an acute oncology/haematology setting during the Covid-19 pandemic,"Empowering young cancer nurses academically, clinically and in career progression",Covid-19 Infection,True,,0.99,0,0,0,0.0,False,False,,,No comparison,
230183,Treatment of alpelisib induced hyperglycemia with sodium-glucose cotransporter-2 inhibitors: A single institution experience.,Breast Cancer-Metastatic,Hyperglycemia ,True,Metastatic Breast Cancer,0.95,3,24,1,0.25,False,False,,,No comparison,Metastatic Breast Cancer
394023,Gut Microbiome Is Associated With The Clinical Response To Anti-Pd-1 Based Immunotherapy In Untreated Advanced Non-Small-Cell Lung Cancer,"Nsclc, Metastatic",Untreated Advanced Non-Small-Cell Lung Cancer,True,Untreated Advanced Non-Small-Cell Lung Cancer,0.95,5,45,2,0.45,False,False,,,No comparison,Untreated Advanced Non-Small-Cell Lung Cancer
410410,IFNg-Induced APOL1 Expression and Pyroptotic Angiopathy in Human Kidney Organoids Mirrors a Nephrotic Gene Signature in Patient Biopsies,Glomerular Diseases: From Multiomics to Mechanisms,Glomerular Disease,True,Glomerular Disease;;Pyroptotic Angiopathy,0.95,3,41,1,0.25,False,False,,,No comparison,Glomerular Disease;;Pyroptotic Angiopathy
230186,Characteristics and outcomes of COVID-19 in adult cancer patients: Tertiary cancer center experience.,Care Delivery and Regulatory Policy,COVID-19 Infection;;Adult Cancer,True,COVID-19;;Adult Cancer,0.95,2,22,1,0.2,True,False,,,No comparison,COVID-19;;Adult Cancer
344870,"A half-life extended, tumor-activated IL-12 increased the infiltration of effector immune cells into the tumor microenvironment and demonstrated anti-tumor activity in syngeneic mouse models",Targeting the Tumor Microenvironment,Tumor ,True,,0.95,0,0,0,0.0,False,False,,,No comparison,
394030,"Harmoni: Randomized, Double-Blind, Multi-Center, Phase III Clinical Study Of Ivonescimab Or Placebo Combined With Pemetrexed And Carboplatin In Patients With Egfr-Mutant Locally Advanced Or Metastatic Non-Squamous Nsclc Who Have Progression Following Egfr-Tki Treatment","Nsclc, Metastatic",EGFR-Mutant Locally Advanced Or Metastatic Non-Squamous Non-Small Cell Lung Cancer,True,EGFR-Mutated Locally Advanced/Metastatic Non-Squamous Non-Small Cell Lung Cancer,0.95,8,80,2,0.6,True,False,,,No comparison,EGFR-Mutated Locally Advanced/Metastatic Non-Squamous Non-Small Cell Lung Cancer
394031,Tropion-Lung07: A Phase III Trial Of Datopotamab Deruxtecan (Dato-Dxd) Plus Pembrolizumab (Pembro) With Or Without Platinum Chemotherapy (Pt-Ct) As First-Line (1L) Therapy In Advanced/Metastatic (Adv/Met) Non-Small Cell Lung Cancer (Nsclc) With Pd-L1 Expression,"Nsclc, Metastatic",First-Line Advanced/Metastatic Non-Small Cell Lung Cancer,True,First-Line Advanced/Metastatic PD-L1-Expressing Non-Small Cell Lung Cancer,0.95,7,74,2,0.55,True,False,,,No comparison,First-Line Advanced/Metastatic PD-L1-Expressing Non-Small Cell Lung Cancer
148272,Survival And Outcomes Of Newly-Diagnosed Multiple Myeloma Patients Stratified By Transplant Status Diagnosed Between 2007-2018: Real-World Analysis From The Canadian Myeloma Research Group Database,Myeloma And Other Monoclonal Gammopathies - Clinical,Newly-Diagnosed Multiple Myeloma,True,Newly Diagnosed Multiple Myeloma,0.95,4,32,2,0.4,False,False,,,No comparison,Newly Diagnosed Multiple Myeloma
262962,Acute Promyelocytic Leukemia And Thrombosis: How To Identify The High-Risk Patients?,Acute myeloid leukemia - Clinical,Acute Promyelocytic Leukemia;;Thrombosis,True,Acute Promyelocytic Leukemia;;Thrombosis,0.95,3,40,2,0.35,False,False,,,No comparison,Acute Promyelocytic Leukemia;;Thrombosis
181042,Improving Completion Rates of Transcranial Doppler Ultrasounds in Children with Sickle Cell Disease Using Quality Improvement Efforts: In-Clinic Vs. Population-Based Assessments,Health Services Research-Non-Malignant Conditions: Poster I,Childhood Sickle Cell Disease ,True,Childhood Sickle Cell Disease,0.95,4,29,1,0.3,False,False,,,No comparison,Childhood Sickle Cell Disease
181043,Integrative Hematology Oncology Fellowship Program: A National Survey Based Analysis of Need,Health Services Research-Non-Malignant Conditions: Poster I,,True,Non-Malignant Hematologic Disorder,0.95,3,34,1,0.25,False,False,,,No comparison,Non-Malignant Hematologic Disorder
181049,The Telemedicine Experience for Individuals with Sickle Cell Disease,Health Services Research-Non-Malignant Conditions: Poster I,Sickle Cell Disease,True,Sickle Cell Disease,0.95,3,19,1,0.25,False,False,,,No comparison,Sickle Cell Disease
377658,Early Severe Adverse Events Of Acute Myeloid Leukemia Therapy Depending On The Induction Therapy Regimen,Acute myeloid leukemia - Clinical,Acute Myeloid Leukemia ,True,Acute Myeloid Leukemia,0.95,3,22,2,0.35,False,False,,,No comparison,Acute Myeloid Leukemia
394045,"Camrelizumab Plus Chemotherapy Versus Concurrent Chemoradiotherapy As Neoadjuvant Therapy For Resectable Thoracic Oesophageal Squamous Cell Cancer (Revo): A Multicenter, Randomized, Open-Label, Phase II Trial",Oesophagogastric Cancer,Resectable Thoracic Oesophageal Squamous Cell Cancer ,True,Resectable Thoracic Oesophageal Squamous Cell Cancer,0.95,6,52,1,0.4,False,False,,,No comparison,Resectable Thoracic Oesophageal Squamous Cell Cancer
213817,"Burden of depression and anxiety in men with high-risk, intermediate-risk or low-risk prostate cancer","MP28: Health Services Research: Practice Patterns, Quality of Life and Shared Decision Making III",High-Risk Prostate Cancer;;Intermediate-Risk Prostate Cancer;;Low-Risk Prostate Cancer,True,Depression;;Anxiety;;High-Risk Prostate Cancer;;Intermediate-Risk Prostate Cancer;;Low-Risk Prostate Cancer,0.95,7,107,1,0.45,False,False,,,No comparison,Depression;;Anxiety;;High-Risk Prostate Cancer;;Intermediate-Risk Prostate Cancer;;Low-Risk Prostate Cancer
