abstract_id,session_title,abstract_title
719510,Poster Session A: Prostate Cancer,Epigenomic alterations associated with androgen receptor pathway inhibitor response in metastatic castration-resistant prostate cancer.
719511,Poster Session A: Prostate Cancer,Multi-omics profiling of residual cancer burden after neoadjuvant hormonal therapy guides subtype-directed treatment in high-risk and locally advanced prostate cancer.
719512,Poster Session A: Prostate Cancer,Examination of Decipher prostate genomic classifier in patients with de novo metastatic disease from a large scale real-world clinical and transcriptomic data linkage.
719513,Poster Session A: Prostate Cancer,Age as modifier of early proteomic remodeling after androgen deprivation therapy (ADT) in prostate cancer: Influence of innate immune/complementâ€“ECM pathways.
719514,Poster Session A: Prostate Cancer,"Predictive associations between serum oxo-androgens, race, and radiographic progression-free survival (rPFS) among patients treated with apalutamide (Apa), abiraterone acetate (AA) plus prednisone (P) in the PANTHER study."
719515,Poster Session A: Prostate Cancer,Early prediction of PSA nadir in metastatic castration-sensitive prostate cancer with machine learning approaches.
719516,Poster Session A: Prostate Cancer,Development of a putative liquid biopsy gene panel for predicting liver metastasis in castration-resistant prostate cancer.
719517,Poster Session A: Prostate Cancer,Gut microbiome (GMB) biomarkers in patients (pts) with metastatic castration-resistant prostate cancer (mCRPC) with homologous recombination repair alterations (HRRm) treated with PARP inhibitor (PARPi) therapy.
719518,Poster Session A: Prostate Cancer,Incidence and co-occurrence of targetable key genomic alterations (GenAlt) in metastatic prostate cancer (mPC): Preliminary results from the prostate cancer cohort of the FPG500 program.
719519,Poster Session A: Prostate Cancer,The diversity and clinical relevance of germline DNA damage repair gene variants in 3005 patients with metastatic prostate cancer.
719520,Poster Session A: Prostate Cancer,Cardiometabolic healthâ€™s influence on outcomes in men with localized high-risk prostate cancer (HRPCa) treated with pre-operative ADT Â± AR pathway inhibition (ARPI).
719521,Poster Session A: Prostate Cancer,A liquid biopsy targeted proteomic assay to predict outcomes in castration resistant prostate cancer patients treated with 177Lu-PSMA-617.
719522,Poster Session A: Prostate Cancer,Prospective comparison of AR-V7 transcripts from whole blood and circulating tumor cells in castration-resistant prostate cancer patients undergoing treatment with androgen-receptor signaling inhibitors: The PEARL trial.
719523,Poster Session A: Prostate Cancer,"Establishment and characterization of a panel of prostate adenocarcinoma XPDX models representing naÃ¯ve, chemotherapy- and radiotherapy-resistant patient populations."
719524,Poster Session A: Prostate Cancer,Plasma cfChIP-seq to predict cell surface target expression in neuroendocrine prostate cancer.
719525,Poster Session A: Prostate Cancer,Clinical and genomic predictors of sipuleucel-T (sip-T) outcomes in men with metastatic castration-resistant prostate cancer (mCRPC).
719526,Poster Session A: Prostate Cancer,Characterization of HER2 expression in prostate cancer compared with other solid tumors.
719527,Poster Session A: Prostate Cancer,Structural classification of FOXA1 alterations and their association with clinical outcomes in prostate cancer patients: A multi-institutional retrospective analysis.
719528,Poster Session A: Prostate Cancer,Genetic ancestry and stage-specific differences in prostate cancer genomic alterations.
719529,Poster Session A: Prostate Cancer,Prognostic and genomic implications of HER2 expression in metastatic prostate cancer.
719530,Poster Session A: Prostate Cancer,Combining PSMA-PET metrics and circulating tumor cell RNA sequencing to predict LuPSMA response.
719531,Poster Session A: Prostate Cancer,Tumor microenvironmental NRG1 activation of HER3 as a driver of resistance to PI3K pathway inhibition in prostate cancer.
719532,Poster Session A: Prostate Cancer,CCL21 as a treatment-linked prognostic biomarker in metastatic castration-resistant prostate cancer.
719533,Poster Session A: Prostate Cancer,Optimizing neoadjuvant ADT duration prior to radiotherapy in high-risk prostate cancer: Rationale and clinical need.
719534,Poster Session A: Prostate Cancer,Serial proteomic characterization of plasma extracellular vesicles (EV) to identify changes that predict outcomes in metastatic castrate-resistant prostate cancer (mCRPC) patients receiving 177Lu-PSMA-617.
719535,Poster Session A: Prostate Cancer,A phase 2 trial of darolutamide to enhance prostate-specific membrane antigen expression in patients with localized prostate cancer (Daro-PET).
719536,Poster Session A: Prostate Cancer,Noninvasive fragmentomic profiling of plasma cell-free DNA (cfDNA) in metastatic prostate cancer (mPC): Associations with transcriptomic phenotypes and disease states.
719537,Poster Session A: Prostate Cancer,Diagnostic performance of 18F-flotufolastat PET/CT compared with conventional imaging for detection of pelvic lymph node metastases in men with newly diagnosed prostate cancer: Descriptive post-hoc analysis from the phase 3 LIGHTHOUSE study.
719538,Poster Session A: Prostate Cancer,Inherited risk for prostate cancer (PCa): Following the natural history of men with increased genetic risk using multiparametric MRI (mpMRI).
719539,Poster Session A: Prostate Cancer,Aggressive-variant prostate cancer features and therapeutic outcomes in patients with de-novo metastatic hormone-sensitive prostate cancer.
719540,Poster Session A: Prostate Cancer,Micro-ultrasound compared with MRI-targeted biopsy in detecting clinically significant prostate cancer: Systematic review and meta-analysis.
719541,Poster Session A: Prostate Cancer,Enhancing post-HIFU surveillance: Diagnostic performance of 18F-PSMA PET/CT and mpMRI for local prostate cancer recurrence.
719542,Poster Session A: Prostate Cancer,Comparison of multiparametric prostate MRI (mpMRI) vs. positive biopsy cores on risk of adverse pathologic outcomes after radical prostatectomy (RP) in Gleason grade group (GG) 2 prostate cancer.
719543,Poster Session A: Prostate Cancer,Effect of a one-time sensitive screening intervention on prostate cancer mortality: The STHLM3 randomized trial.
719544,Poster Session A: Prostate Cancer,Stockholm3-MRI population-based screening: Two-year outcomes comparing Stockholm3 and PSA.
719545,Poster Session A: Prostate Cancer,The clinical impact of germline variants in DNA repair genes in patients who underwent curative surgery for localized prostate cancer.
719546,Poster Session A: Prostate Cancer,Rethinking germline testing in localized prostate cancer: Prevalence of germline variants and association with Gleason score and NCCN risk grouping.
719547,Poster Session A: Prostate Cancer,Prostate cancer screening in a geriatric population.
719548,Poster Session A: Prostate Cancer,Predictive capability of combining ExoDx (EPI) and pre-biopsy prostate MRI in detecting clinically significant prostate cancer in African American men.
719549,Poster Session A: Prostate Cancer,Is it time to redefine the Phoenix criterion for biochemical failure in the era of PSMA PET/CT?
719550,Poster Session A: Prostate Cancer,Impact of piflufolastat F18 imaging on disease management for prostate cancer patients: Observations from the PYLARIFY Registry study.
719551,Poster Session A: Prostate Cancer,Patient (pt) preferences for treatment (tx) of non-metastatic hormone-sensitive prostate cancer (nmHSPC): A discrete choice experiment (DCE).
719552,Poster Session A: Prostate Cancer,"From innovation to evidence: Trends in AI/ML clinical trials in GU oncology, 2010-2025."
719553,Poster Session A: Prostate Cancer,The impact of the 2025 NCCN update in defining very high-risk prostate cancer on surgical outcomes after robot-assisted radical prostatectomy: A retrospective cohort analysis.
719554,Poster Session A: Prostate Cancer,Trends in high grade prostate cancer at diagnosis in the United States from 2004-2022.
719555,Poster Session A: Prostate Cancer,Biopsy patterns following high intensity focused ultrasound as assessed by CAPRA score.
719556,Poster Session A: Prostate Cancer,Four-year outcomes of a genetic-based screening protocol for prostate cancer: Unveiling the Italian paradox.
719557,Poster Session A: Prostate Cancer,Predictive value of Gleason pattern 4 length on adverse surgical pathology and oncologic outcomes.
719558,Poster Session A: Prostate Cancer,Real-world clinical outcomes among patients with localized prostate cancer (LPC) undergoing radical prostatectomy (RP).
719559,Poster Session A: Prostate Cancer,"The practice of active surveillance for prostate cancer: Trends, variation, and quality within a large national health system."
719560,Poster Session A: Prostate Cancer,Salvage radiotherapy after radical prostatectomy in a Japanese cohort: Analysis from the MICAN study.
719561,Poster Session A: Prostate Cancer,Comparing NCCN-based risk groups to the PROTEUS definition of high-risk localized prostate cancer to inform peri-operative care.
719562,Poster Session A: Prostate Cancer,Association between genomic classifier scores and initial management of localized prostate cancer in a population-based cohort in the United States.
719563,Poster Session A: Prostate Cancer,Long-term oncological outcomes of prostate cancer upgrading following robot-assisted radical prostatectomy.
719564,Poster Session A: Prostate Cancer,Pelvic lymph node risk stratification in prostate cancer: A machine learning approach toward a predictive nomogram.
719565,Poster Session A: Prostate Cancer,Polypharmacy and potential drugâ€“drug interactions with novel androgen receptor signaling inhibitors (ARSIs) in patients (pts) with high-risk non-metastatic castration-resistant prostate cancer (nmCRPC) in a real-world setting.
719566,Poster Session A: Prostate Cancer,Impact of GLP1 receptor agonists on severity of prostate cancer at diagnosis: A propensity score weighted analysis.
719567,Poster Session A: Prostate Cancer,Early-onset prostate cancer: A time series analysis of age-stratified trends.
719568,Poster Session A: Prostate Cancer,Plant-based dietary indices and quality of life in men with prostate cancer.
719569,Poster Session A: Prostate Cancer,Cardio-kidney-metabolic syndrome and prostate cancer: Prognostic significance of higher stages for cardiovascular morbidity and mortality.
719570,Poster Session A: Prostate Cancer,Germline radiosensitivity biomarker for radiation-induced GU toxicity following radiation therapy in localized prostate cancer (GARUDA): Two-year outcomes of a phase II clinical trial.
719571,Poster Session A: Prostate Cancer,Association between preoperative glycemic control and outcomes after radical prostatectomy.
719572,Poster Session A: Prostate Cancer,Real-world determinants of testosterone recovery following androgen deprivation therapy in patients with localized prostate cancer.
719573,Poster Session A: Prostate Cancer,Differential quality of life (QoL) with novel hormonal therapy (NHT) in metastatic castration-sensitive prostate cancer (mCSPC): A network meta-analysis of randomized clinical trials.
719574,Poster Session A: Prostate Cancer,"A randomised, multicentre, phase II trial of active surveillance with or without six months of apalutamide for prostate cancer."
719575,Poster Session A: Prostate Cancer,Randomized pilot trial of pre-visit patient education as preparation for decision making in newly diagnosed prostate cancer (PrepDM).
719576,Poster Session A: Prostate Cancer,Prospective evaluation of sexual function over 5 years in patients with localized prostate cancer treated with carbon-ion radiotherapy.
719577,Poster Session A: Prostate Cancer,Using large language models for grading CTCAE toxicity after radiation therapy for prostate cancer.
719578,Poster Session A: Prostate Cancer,The therapeutic efficacy of radical prostatectomy and external beam radiation therapy in patients with histologic variants of prostate cancer.
719579,Poster Session A: Prostate Cancer,CT- vs 1.5T MR-guidance in salvage radiotherapy of locally recurrent prostate cancer after radical prostatectomy.
719580,Poster Session A: Prostate Cancer,Perioperative outcomes from a randomized controlled trial comparing MRI-guided transurethral ultrasound ablation (TULSA) to robot-assisted radical prostatectomy (RARP).
719581,Poster Session A: Prostate Cancer,SAVE: A multicenter randomized phase 2 trial of salvage radiotherapy (SRT) with androgen-deprivation therapy (ADT) versus apalutamide (Apa) for biochemical progression after radical prostatectomy (RP).
719582,Poster Session A: Prostate Cancer,"Interim safety analysis of a randomized phase II trial comparing pembrolizumab with radiation versus pembrolizumab, olaparib, and radiation in localized high risk prostate cancer."
719583,Poster Session A: Prostate Cancer,Angelica herbal supplement AGN-Cogni.Q acute dose safety and pharmacokinetics (PK) dose-response in prostate cancer patients.
719584,Poster Session A: Prostate Cancer,Impact of intraoperative frozen section analysis (NeuroSAFE) on oncologic and functional outcomes after radical prostatectomy: A systematic review and meta-analysis.
719585,Poster Session A: Prostate Cancer,The impact of rising PSA during salvage radiotherapy post radical prostatectomy on relapse.
719586,Poster Session A: Prostate Cancer,A feasibility trial investigating inductive apalutamide therapy combined with radical prostatectomy in patients with locally advanced T4 high risk prostate cancer: First results of the prospective phase II INDUCTA study.
719587,Poster Session A: Prostate Cancer,Prostate cancer: Correlating the clinical phenotype to the genotype.
719588,Poster Session A: Prostate Cancer,"Efficacy, safety, and cost-effectiveness of reduced vs. full initial dose androgen receptor signaling inhibitors in non-metastatic castration-resistant prostate cancer: A multicenter retrospective study."
719589,Poster Session A: Prostate Cancer,Association of a post-prostatectomy digital pathologyâ€“based multimodal artificial intelligence (MMAI) biomarker with nodal and extrapelvic metastasis on PET/CT at the time of biochemical recurrence and event-free survival following salvage radiotherapy.
719590,Poster Session A: Prostate Cancer,Role of urinary exosomal FAM153C-RPL19 in detection and risk stratification of prostate cancer: A multicentre Chinese cohort study.
719591,Poster Session A: Prostate Cancer,Prognostic value and clinical utility of a six-gene signature for aggressive prostate cancer among clinically low or intermediate risk patients.
719592,Poster Session A: Prostate Cancer,"Comprehensive analysis of androgen production, uptake, and conversion (APUC) genes to highlight SRD5 family diversity in a large localized prostate cancer cohort."
719593,Poster Session A: Prostate Cancer,Synergistic efficacy of gedatolisib and darolutamide in prostate cancer to overcome resistance to androgen-targeted therapy.
719594,Poster Session A: Prostate Cancer,"MRI-targeted biopsy with index lesion ipsilateral or bilateral systematic biopsy in prostate cancer: A multicenter, paired, noninferiority, observational trial."
719595,Poster Session A: Prostate Cancer,Enhancing the molecular assessment of MRI targeted prostate biopsies utilizing near real time stimulated Raman histology and artificial intelligence.
719596,Poster Session A: Prostate Cancer,Deep spatial analysis of the tumor-immune interface in localized prostate cancer.
719597,Poster Session A: Prostate Cancer,Spatially resolved HER2 and AR expression in prostate cancer and its implications for HER2 as a distinct therapeutic target.
719598,Poster Session A: Prostate Cancer,Clinical outcomes of patients with grade group 1 prostate cancer with extraprostatic extension: Results from up to 25 years of follow-up.
719599,Poster Session A: Prostate Cancer,Genomic risk classifier performance in PET-guided post-prostatectomy patients: Secondary analysis of a randomized trial.
719600,Poster Session A: Prostate Cancer,Microplastics and prostate cancer.
719601,Poster Session A: Prostate Cancer,"Concordance between clinical, genomic, and AI-based risk stratification in prostate cancer."
719602,Poster Session A: Prostate Cancer,Insulin pathway changes in localized prostate cancer: A multi-institutional analysis.
719603,Poster Session A: Prostate Cancer,Remodeling of the periprostatic adipose microenvironment in aggressive prostate cancer: Insights from a multi-institutional atlas-based geometric analysis.
719604,Poster Session A: Prostate Cancer,FAP+FN1+CAV1+ cancer-associated fibroblast subtype and its association with aggressive behavior in localized prostate cancer.
719605,Poster Session A: Prostate Cancer,The Prolaris test on diagnostic biopsy for localized prostate cancer prognosis across risk groups and management: An individual participant data meta-analysis.
719606,Poster Session A: Prostate Cancer,Histologic predictors of clinically significant biochemical recurrence and PSA kinetics after radical prostatectomy.
719607,Poster Session A: Prostate Cancer,An artificial intelligenceâ€“digital pathology algorithm to predict outcomes in a cohort of men diagnosed with prostate cancer within a low resource setting.
719608,Poster Session A: Prostate Cancer,Patient-derived primary prostate cancer epithelial cultures for studying prostate cancer cell evolution under hypoxia.
719609,Poster Session A: Prostate Cancer,PAM50 intrinsic subtyping and Decipher genomic classifier in biochemically recurrent prostate cancer after prostatectomy: Implications for ADT selection.
719610,Poster Session A: Prostate Cancer,Can clinico-genomic characterization reveal more aggressive prostate cancer among older patients with lower Gleason grade groups?
719611,Poster Session A: Prostate Cancer,Transcriptomic characterization of prostate cancer in patients with HIV infection.
719612,Poster Session A: Prostate Cancer,Spatially mapping the prostate cancer tumor microenvironment to reveal immune cell drivers of aggressive disease.
719613,Poster Session A: Prostate Cancer,Interaction between obesity and vitamin D and testosterone and vitamin D in prostate cancer patients on active surveillance in the PROVENT trial.
719614,Poster Session A: Prostate Cancer,Is there an opportunity for checkpoint inhibition in MYC amplified castration resistant prostate cancer?
719615,Poster Session A: Prostate Cancer,Integrating genomic prognostic and hallmark signatures from Decipher GRID to predict adverse outcomes in men on active surveillance for prostate cancer.
719616,Rapid Oral Abstract Session A: Prostate Cancer,Androgen deprivation therapy and radiotherapy with or without cabazitaxel in very-high risk localized prostate cancer: First results of the PEACE-2 randomized phase III trial.
719617,Rapid Oral Abstract Session A: Prostate Cancer,External validation of a digital pathology-based multimodal artificial intelligence (MMAI)-derived prognostic biomarker in the randomised phase III CHHiP trial.
719618,Rapid Oral Abstract Session A: Prostate Cancer,"Preliminary phase 1 dose escalation results of VIR-5500 (AMX-500), a dual-masked PRO-XTEN T-cell engager, in metastatic castration resistant prostate cancer (mCRPC)."
719619,Rapid Oral Abstract Session A: Prostate Cancer,First-in-human assessment of actinium-225-prostate-specific membrane antigen (225Ac-PSMA)-Trillium (BAY 3563254) in mCRPC: Dose-escalation results of the phase 1 PAnTHa study.
719620,Rapid Oral Abstract Session A: Prostate Cancer,Genomic alterations and pathologic responses to neoadjuvant androgen receptor pathway inhibitor (ARPI) doublets vs docetaxel triplets in the Genomic Umbrella Neoadjuvant study (GUNS).
719621,Rapid Oral Abstract Session A: Prostate Cancer,"Health-related quality of life, pain, and symptomatic skeletal events in the phase 3 PSMAddition study of [177Lu]Lu-PSMA-617 (177Lu-PSMA-617) combined with ADT and ARPI in patients with PSMA-positive mHSPC."
719622,Oral Abstract Session B: Urothelial Carcinoma,"Neoadjuvant and adjuvant enfortumab vedotin (EV) plus pembrolizumab (pembro) for participants with muscle-invasive bladder cancer (MIBC) who are eligible for cisplatin: Randomized, open-label, phase 3 KEYNOTE-B15 study."
719623,Oral Abstract Session B: Urothelial Carcinoma,RC48G001: A phase 2 study of disitamab vedotin in HER2-expressing previously treated advanced UC.
719624,Oral Abstract Session B: Urothelial Carcinoma,Circulating tumor (ct)DNA-guided adjuvant atezolizumab (atezo) in muscle-invasive bladder cancer (MIBC): Exploratory analysis of ctDNA dynamics in the IMvigor011 trial.
719625,Oral Abstract Session B: Urothelial Carcinoma,Circulating tumor DNA (ctDNA) to guide response-adapted bladder preservation in muscle invasive bladder cancer (MIBC): Integrated analysis of the RETAIN trials.
719626,Trials in Progress Poster Session B: Urothelial Carcinoma,Bladder cancer (BC) screening in un-affected Caucasian ancestry family members of patients who tested positive for germline homologous recombination repair (gHRR) and mismatch repair (gMMR) variants.
719627,Trials in Progress Poster Session B: Urothelial Carcinoma,Intismeran autogene (V940/mRNA-4157) plus bacillus Calmette-GuÃ©rin (BCG) versus BCG alone for high-risk nonâ€“muscle-invasive bladder cancer: The phase 2 INTerpath-011 study.
719628,Trials in Progress Poster Session B: Urothelial Carcinoma,ResQ133A-NMIBC: A phase 1/2 clinical trial of intravesical recombinant mycobacterium bacillus Calmette-Guerin (rBCG) in participants living with non-muscle invasive bladder cancer eligible to receive conventional BCG.
719629,Non-Muscle-Invasive Bladder Cancer Management in Transition: Integrating Emerging Evidence Into Practice,SWOG S1602: A phase III randomized trial to evaluate BCG strain differences and priming with intradermal BCG before intravesical therapy for BCG-naÃ¯ve high-grade non-muscle invasive bladder cancer (NCT #03091660).
719630,Trials in Progress Poster Session B: Urothelial Carcinoma,A phase III randomised control clinical trial of radiotherapy with radiosensitisation versus intravesical bacillus Calmette-Guerin therapy for high-risk non-muscle invasive bladder cancer: TRAIN.
719631,Trials in Progress Poster Session B: Urothelial Carcinoma,EV-PRIME: Phase Ib/II study of enfortumab vedotin and pembrolizumab combined with radiotherapy as a bladder-sparing trimodality therapy in muscle invasive bladder cancer.
719632,Trials in Progress Poster Session B: Urothelial Carcinoma,Selective bladder preservation after neoadjuvant zanidatamab combined with tislelizumab and chemotherapy in patients with HER2-positive muscle-invasive bladder cancer (HARBOR): A multicenter study.
719633,Trials in Progress Poster Session B: Urothelial Carcinoma,The EMPOWER trial: Evaluating a home-based physical activity program (PAP) with the ExerciseRx digital platform vs. health education (HE) in people with non-muscle invasive bladder cancer (NMIBC).
719634,Trials in Progress Poster Session B: Urothelial Carcinoma,"IZABRIGHT-Bladder01: A randomized, open-label, phase 2/3 trial of izalontamab brengitecan (iza-bren; BL-B01D1), an EGFR x HER3 bispecific antibody-drug conjugate (ADC), vs platinum-based chemotherapy (PBC) for patients (pts) with advanced urothelial cancer (aUC) and disease progression on or after immunotherapy."
719635,Trials in Progress Poster Session B: Urothelial Carcinoma,TROPION-Urothelial03: A phase 2/3 study of datopotamab deruxtecan (Dato-DXd) + platinum chemotherapy (CT) vs gemcitabine + platinum CT in participants with locally advanced or metastatic urothelial carcinoma (la/mUC) with progression on or after enfortumab vedotin (EV) + pembrolizumab (pembro).
719636,Trials in Progress Poster Session B: Urothelial Carcinoma,HCRN GU22-598: Phase 2 trial of enfortumab vedotin plus pembrolizumab with selective bladder sparing for treatment of muscle-invasive urothelial cancer of the bladder.
719637,Trials in Progress Poster Session B: Urothelial Carcinoma,A phase II trial of intravesical gemcitabine/docetaxel plus systemic pembrolizumab in high-risk nonâ€“muscle invasive bladder cancer unresponsive to BCG.
719638,Trials in Progress Poster Session B: Urothelial Carcinoma,Induction enfortumab vedotin plus pembrolizumab followed by maintenance pembrolizumab in first-line metastatic urothelial carcinoma (IMPROEV).
719639,Trials in Progress Poster Session B: Urothelial Carcinoma,A phase III randomized trial of eribulin (E) with gemcitabine vs standard of care (SOC) for patients (pts) with metastatic urothelial carcinoma (mUC) refractory to or ineligible for PD/PDL1 antibody (Ab): SWOG S1937â€”Updated design.
719640,Trials in Progress Poster Session B: Urothelial Carcinoma,FORAGER-2: A randomized phase 3 study evaluating the efficacy and safety of vepugratinib combined with enfortumab vedotin and pembrolizumab in untreated locally advanced or metastatic urothelial carcinoma with an FGFR3 genetic alteration.
719641,Trials in Progress Poster Session B: Urothelial Carcinoma,"CORE-008 cohort B: Evaluating intravesical cretostimogene grenadenorepvec in patients with high-risk, BCG-exposed non-muscle invasive bladder cancer."
719642,Trials in Progress Poster Session B: Urothelial Carcinoma,CAST-AI: Cystectomy after systemic therapy with ADC and immunotherapy.
719643,Trials in Progress Poster Session B: Urothelial Carcinoma,A phase II study of zanzalintinib for patients with advanced urothelial carcinoma following prior therapy.
719644,Trials in Progress Poster Session B: Urothelial Carcinoma,Rescuing cancer immunotherapy with plasma exchange in bladder cancer 1 (ReCIPE-B1).
719645,Trials in Progress Poster Session B: Urothelial Carcinoma,"A phase 2 multicenter, open-label study evaluating the efficacy and safety of dabogratinib (TYRA-300) in participants with FGFR3-altered low-grade, intermediate risk non-muscle invasive bladder cancer (SURF302)."
719646,Trials in Progress Poster Session B: Urothelial Carcinoma,EMPOWER01: A phase II study of zanidatamab combined with bacillus Calmette-Guerin (BCG) in HER2-positive high-risk non-muscle-invasive bladder cancer (HR NMIBC).
719647,Trials in Progress Poster Session B: Urothelial Carcinoma,A phase 2 study of gemcitabine plus carboplatin as second-line therapy after prior enfortumab vedotin and pembrolizumab in patients with locally advanced or metastatic urothelial carcinoma.
719648,Trials in Progress Poster Session B: Urothelial Carcinoma,"[225Ac]Ac-AKY-1189, a Nectin-4 targeted radiopharmaceutical, in patients with previously treated locally advanced or metastatic solid tumors: Phase 1b Nectinium-2 study."
719649,Trials in Progress Poster Session B: Urothelial Carcinoma,"IMGeS study: A prospective, multicentre, phase II trial of sequential intravesical mitomycin-C and gemcitabine therapy in BCG-unresponsive high-risk NMIBC ineligible for or declining radical cystectomy."
719650,Trials in Progress Poster Session B: Urothelial Carcinoma,A phase II study evaluating the efficacy and safety of perioperative enfortumab vedotin plus toripalimab combined with endoscope-based kidney-sparing surgery for patients with high-risk upper tract urothelial carcinoma (WUTSUP-04-EV-JS001).
719651,Trials in Progress Poster Session B: Urothelial Carcinoma,"LUNAR: Safety and efficacy evaluation of nadofaragene firadenovec instilled into the renal pelvis in subjects with low-grade upper tract urothelial carcinomaâ€”A single-arm, open-label phase 1/2 trial."
719652,Trials in Progress Poster Session B: Urothelial Carcinoma,"RNDO-564-001: A first-in-human, phase 1/1b study of RNDO-564, a bispecific antibody for the treatment of advanced bladder cancer and other tumors associated with Nectin-4 expression."
719653,Trials in Progress Poster Session B: Urothelial Carcinoma,Circulating tumor DNA response adapted treatment de-escalation in metastatic urothelial carcinoma (CT-READ).
719654,Trials in Progress Poster Session B: Urothelial Carcinoma,SASAN-SPARING: A phase 2 trial of sasanlimab maintenance as bladder-sparing option after neoadjuvant chemotherapy in patients with muscle invasive bladder cancer.
719655,Trials in Progress Poster Session B: Urothelial Carcinoma,Randomized trial of urinary tumor DNA (utDNA) testing-guided cystoscopy in high-risk/very high-risk non-muscle-invasive bladder cancer (NMIBC): TRUCE-LB02.
719656,Trials in Progress Poster Session B: Urothelial Carcinoma,Randomized trial of urinary tumor DNA (utDNA) testing-guided repeat transurethral resection (re-TURBT) in non-muscle-invasive bladder cancer (NMIBC): TRUCE-LB01.
719657,Trials in Progress Poster Session B: Urothelial Carcinoma,The GAIN trial: Gemcitabine alternating with intravesical BCG randomized against BCG alone for patients with recurrent â€œBCG-exposedâ€ high-grade non-muscle invasive bladder cancer (NMIBC) (ALLIANCE A032303).
719658,Trials in Progress Poster Session B: Urothelial Carcinoma,Design and implementation of a patient-centric expanded access program with cretostimogene grenadenorepvec in non-muscle invasive bladder cancer unresponsive to bacillus Calmette-Guerin.
719659,Trials in Progress Poster Session B: Urothelial Carcinoma,SWOG 2427: Single arm phase II study of bladder preservation with immunoradiotherapy after a clinically meaningful response to neoadjuvant therapy in patients with muscle invasive bladder cancer (BRIGHT).
719660,Trials in Progress Poster Session B: Urothelial Carcinoma,"A phase 1/2, first-in-human study of AVZO-103, a bispecific Nectin4/Trop2 antibody-drug conjugate (ADC), as monotherapy and in combination therapy in patients with locally advanced or metastatic urothelial cancer (UC) or other solid tumors."
719661,Trials in Progress Poster Session B: Urothelial Carcinoma,CONSOLIDATE: A phase I/II study of radiotherapy combined with enfortumab vedotin (EV) for locally advanced bladder cancer with paired translational ctDNA and utDNA.
719662,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Tobacco use and survival among veterans with metastatic prostate cancer.
719663,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Determinants of treatment intensification in metastatic hormone-sensitive prostate cancer: Institutional vs patient-level factors in a diverse UK multicentre cohort.
719664,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Clinical and cost impact of cabazitaxel versus lutetium-177 vipivotide tetraxetan (Lu-PSMA) for patients with metastatic castration-resistant prostate cancer (mCRPC).
719665,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Temporal and racial patterns in prostate cancer stage migration following USPSTF PSA screening policy changes: A SEER 2005â€“2022 analysis.
719666,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Representation of Latin American oncologists in oral sessions at the ASCO Genitourinary Cancers symposium: A five-year review (2021â€“2025).
719667,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Availability of clinical trials investigating prostate cancer (PC) in the United States (US).
719668,Poster Session B: Prostate Cancer and Urothelial Carcinoma,First-line (1L) systemic treatment patterns and impact of race in metastatic castration-resistant prostate cancer (mCRPC): A nationwide Veterans Affairs (VA) study.
719669,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Racial disparities and trends in the in-hospital mortality for malignant prostate cancer.
719670,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Cost effectiveness of eight first-line regimens in metastatic hormone-sensitive prostate cancer (mHSPC) including niraparib + abiraterone acetate/prednisone.
719671,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Real-world treatment transitions and healthcare resource utilization in patients with metastatic castration-resistant prostate cancer in Colombia.
719672,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Trends in advanced-stage prostate cancer over the last decade: Analysis from the National Cancer Database (NCDB).
719673,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Rucaparib vs docetaxel (DTX) or second-generation androgen receptor pathway inhibitor (ARPI) therapy for patients (pts) with metastatic castration-resistant prostate cancer (mCRPC) with BRCA mutations based on Eastern Cooperative Oncology Group performance status (ECOG PS) in TRITON3.
719674,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Impact of hospitalizations on health-related quality of life and overall survival in metastatic castration-sensitive prostate cancer: Insights from the ARANOTE trial.
719675,Poster Session B: Prostate Cancer and Urothelial Carcinoma,"Assistance of a large language modelâ€“based AI agent in preoperative communication for reduction of prostate cancer patients' anxiety and clinicians' burden: A prospective, randomized, single-blinded, phase II trial."
719676,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Cardiovascular risk evaluation in men with prostate cancer study (CARE-PC): Pilot study to assess patient awareness and risk mitigation.
719677,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Skeletal-related event impact on prostate cancer mortality in the older population in the US: A 24-year trend regression analysis.
719678,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Physician perspectives on the implementability of a cardiovascular risk score for prostate cancer: A PRISM-guided evaluation.
719679,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Improving quality of life measures for use in shared decision-making in advanced prostate cancer.
719680,Poster Session B: Prostate Cancer and Urothelial Carcinoma,Non-cancer causes of death in patients with hormone-sensitive prostate cancer.
