abstract_id,abstract_title,session_title,ground_truth,approach_1_success,approach_1_indication,approach_1_confidence,approach_1_word_count,approach_1_length,approach_1_clinical_terms,approach_1_complexity,approach_1_has_abbreviations,approach_1_has_parentheses,approach_1_error,inter_model_avg_similarity,inter_model_consensus,similarity_o3_vs_Gemini-2.5-pro,approach_1_indication_response
147649,Phase 1 First-In-Human Study Of Irreversible Flt3 Inhibitor Ff-10101-01 In Relapsed Or Refractory Acute Myeloid Leukemia,Acute Myeloid Leukemia - Clinical,Relapsed/Refractory Acute Myeloid Leukemia,True,Relapsed Or Refractory Acute Myeloid Leukemia,0.98,6,45,4,0.7,False,False,,0.965517241,High,0.965517241,Relapsed Or Refractory Acute Myeloid Leukemia
377049,"Therapeutic Potential And Strategies Of Pim447, A Pan-Pim Inhibitor, Targeting Refractory Myeloid Leukemia With Kit-Driven T(8/21)",Acute myeloid leukemia - Biology & Translational Research,Refractory Myeloid Leukemia,True,Refractory Kit-Driven T(8/21) Myeloid Leukemia,0.98,5,46,2,0.45,False,True,,0.661764706,Moderate,0.661764706,Refractory Kit-Driven T(8/21) Myeloid Leukemia
180445,Updated Survival and Response Analyses from a Phase 1 Study of Ivosidenib or Enasidenib Combined with Induction and Consolidation Chemotherapy in Patients with Newly Diagnosed AML with an IDH1 or IDH2 Mutation,"Acute Myeloid Leukemias: Investigational Therapies, Excluding Transplantation and Cellular Immunotherapies: Poster I",IDH1-Mutated IDH2-Mutated Newly Diagnosed Acute Myeloid Leukemia,True,Newly Diagnosed IDH1/IDH2-Mutated Acute Myeloid Leukemia,0.98,6,56,3,0.6,False,False,,0.704402516,High,0.704402516,Newly Diagnosed IDH1/IDH2-Mutated Acute Myeloid Leukemia
180442,"Aspacytarabine (BST-236) As Monotherapy Is Safe, Well-Tolerated and Effective for the Treatment of Adults with Newly Diagnosed Acute Myeloid Leukemia Unfit for Intensive Therapy. Results of a Phase 2 Study","Acute Myeloid Leukemias: Investigational Therapies, Excluding Transplantation and Cellular Immunotherapies: Poster I",Adult Newly Diagnosed Acute Myeloid Leukemia,True,Newly Diagnosed Adult Acute Myeloid Leukemia Unfit for Intensive Therapy,0.98,10,72,4,0.9,False,False,,0.916666667,High,0.916666667,Newly Diagnosed Adult Acute Myeloid Leukemia Unfit for Intensive Therapy
344332,Chair Introduction,"Clinical Trial Design in a Diverse World, Part 3: Biomarkers in Clinical Trials",,True,,1.0,0,0,0,0.0,False,False,,0.0,Low,0.0,
213255,Microbiome and BPH,Society of Benign Prostate Disease,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,1.0,3,28,0,0.15,False,False,,1.0,High,1.0,Benign Prostatic Hyperplasia
164102,MRI-guided Focused Ultrasound (MRgFUS) Focal Therapy for Intermediate-Risk Prostate Cancer: Final Results of a Phase IIb Multicenter Study,LBA02: Late-breaking Abstract II - Malignant,Intermediate-Risk Prostate Cancer,True,Intermediate-Risk Prostate Cancer,1.0,3,33,1,0.25,False,False,,1.0,High,1.0,Intermediate-Risk Prostate Cancer
409842,Do All Collagen Variants Cause Glomerular Disease?,Collagen IV Conundrums: Genetic Variants and Clinical Management,,True,Glomerular Disease,0.95,2,18,1,0.2,False,False,,1.0,High,1.0,Glomerular Disease
180465,Integrated Transcriptomics and Proteomics Identifies Therapeutic Targets in Pediatric Acute Myeloid Leukemia,"Acute Myeloid Leukemias: Biomarkers, Molecular Markers and Minimal Residual Disease in Diagnosis and Prognosis: Poster I",Pediatric Acute Myeloid Leukemia,True,Pediatric Acute Myeloid Leukemia,0.98,4,32,2,0.4,False,False,,1.0,High,1.0,Pediatric Acute Myeloid Leukemia
213252,Rapid Fire,Society of Benign Prostate Disease,Benign Prostate Disease,True,Benign Prostate Disease,0.95,3,23,1,0.25,False,False,,1.0,High,1.0,Benign Prostate Disease
327929,Genome-Wide Methylation and Haplotype-Resolved Aberrant Somatic Hypermutation Patterns in B-Cell Lymphomas,Lymphomas: Translational-Molecular and Genetic: Poster III,B-Cell Lymphoma,True,B-Cell Lymphoma,0.95,2,15,1,0.2,False,False,,1.0,High,1.0,B-Cell Lymphoma
213248,"BPH Guidelines: Conflict and Contrast in the AUA, EAU, NICE BPH Guidelines",Society of Benign Prostate Disease,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,0.98,3,28,0,0.15,False,False,,1.0,High,1.0,Benign Prostatic Hyperplasia
295167,Circulating tumour DNA for monitoring of response to neoadjuvant chemotherapy in patients with high grade serous ovarian carcinoma,Thermo Fisher Scientific - Connecting patients everywhere to precision oncology,High Grade Serous Ovarian Carcinoma,True,High Grade Serous Ovarian Carcinoma,0.98,5,35,2,0.45,False,False,,1.0,High,1.0,High Grade Serous Ovarian Carcinoma
377096,"Azacitidine, Venetoclax And Gilteritinib For Patients With Newly Diagnosed Flt3-Mutated Acute Myeloid Leukemia: A Subgroup Analysis From A Phase Ii Study",Acute myeloid leukemia - Clinical,Newly Diagnosed Flt3-Mutated Acute Myeloid Leukemia,True,Newly Diagnosed Flt3-Mutated Acute Myeloid Leukemia,1.0,6,51,3,0.6,False,False,,1.0,High,1.0,Newly Diagnosed Flt3-Mutated Acute Myeloid Leukemia
311555,Itchy Rash and Starry Eyed,Adult Thieves Market Poster,,True,Adult Itchy Rash,0.9,3,16,0,0.15,False,False,,1.0,High,1.0,Adult Itchy Rash
180473,Evolution of Genomic Landscape in Acute Myeloid Leukemia after Decitabine and Venetoclax,"Acute Myeloid Leukemias: Biomarkers, Molecular Markers and Minimal Residual Disease in Diagnosis and Prognosis: Poster I",Acute Myeloid Leukemia,True,Acute Myeloid Leukemia,0.95,3,22,2,0.35,False,False,,1.0,High,1.0,Acute Myeloid Leukemia
164086,Randomized control trial of ultrasonic propulsion to facilitate clearance of chronic residual fragments,LBA01: Late-breaking Abstract I - Benign,,True,Chronic Residual Fragments,0.85,3,26,1,0.25,False,False,,0.0,Low,0.0,Chronic Residual Fragments
377088,Clinical Characteristics Of Patients With Prolonged Viral Shedding Of Omicron Variant In Haematological Disease,Infections in hematology (incl. supportive care/therapy),Haematological Disease,True,Haematological Disease With Prolonged Viral Shedding,0.98,6,52,1,0.4,False,False,,1.0,High,1.0,Haematological Disease With Prolonged Viral Shedding
180478,Duplex-Sequencing Uncovers Low-Frequency Mutations in KMT2A-Rearranged Infant Acute Lymphoblastic Leukemia,"Acute Lymphoblastic Leukemias: Biomarkers, Molecular Markers and Minimal Residual Disease in Diagnosis and Prognosis: Poster I",KMT2A-Rearranged Infant Acute Lymphoblastic Leukemia,True,Infant KMT2A-Rearranged Acute Lymphoblastic Leukemia,0.98,5,52,2,0.45,False,False,,1.0,High,1.0,Infant KMT2A-Rearranged Acute Lymphoblastic Leukemia
180529,Treatment Regimens and Clinical Outcomes Among Follicular Lymphoma Patients Treated with Third-Line Therapy in the United States: A Real-World EHR Study,"Mantle Cell, Follicular, and Other Indolent B Cell Lymphomas: Clinical and Epidemiological: Poster I",Third-Line Follicular Lymphoma,True,Third-Line Follicular Lymphoma,1.0,3,30,1,0.25,False,False,,1.0,High,1.0,Third-Line Follicular Lymphoma
311577,Q&A,Adult Thieves Market: Show Me Your Best Cases,,True,,0.0,0,0,0,0.0,False,False,,0.0,Low,0.0,
213274,"The ""Butterfly"" transurethral retraction device for BPH - over 1 year follow up",MP01: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,1.0,3,28,0,0.15,False,False,,1.0,High,1.0,Benign Prostatic Hyperplasia
213291,Minimally Invasive and Endoscopic Therapies for Benign Prostatic Hyperplasia: Head-to-Head Comparison of Short-Term Outcomes by Network Meta-Analysis,MP01: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,1.0,3,28,0,0.15,False,False,,1.0,High,1.0,Benign Prostatic Hyperplasia
262425,Familial Erythrocytoses In The Czech Republic - Genetic Characterization And Hepcidin Regulation,"Iron metabolism, deficiency and overload",Familial Erythrocytosis,True,Familial Erythrocytosis,0.98,2,23,0,0.1,False,False,,1.0,High,1.0,Familial Erythrocytosis
377144,A Chemotherapy-Free Combination Of Ponatinib And Blinatumomab For Patients With Newly Diagnosed Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia: Subgroup Analysis From A Phase Ii Study,Clinical updates in ALL,Newly Diagnosed Ph-Positive Acute Lymphoblastic Leukemia,True,Newly Diagnosed Ph Chromosome-Positive Acute Lymphoblastic Leukemia,0.98,7,67,4,0.75,False,False,,1.0,High,1.0,Newly Diagnosed Ph Chromosome-Positive Acute Lymphoblastic Leukemia
393489,Efficacy Of Notch Inhibitors (Ni) Relative To Prior Systemic Therapy Or Observation In Patients (Pts) With Recurrent/Metastatic (R/M) Adenoid Cystic Carcinoma (Acc),"Head and neck cancers, excl. thyroid",Recurrent/Metastatic Adenoid Cystic Carcinoma,True,Recurrent/Metastatic Adenoid Cystic Carcinoma,0.98,4,45,1,0.3,False,False,,1.0,High,1.0,Recurrent/Metastatic Adenoid Cystic Carcinoma
377121,Single Nucleotide Polymorphisms In Patients With Endothelial Damage After Pediatric Allogeneic Hematopoietic Stem Cell Transplantation,Stem cell transplantation - Clinical,,True,Pediatric Endothelial Damage After Allogeneic Hematopoietic Stem Cell Transplantation,0.95,9,85,0,0.45,False,False,,0.495575221,Moderate,0.495575221,Pediatric Endothelial Damage After Allogeneic Hematopoietic Stem Cell Transplantation
180497,A Prospective Study of Clonal Evolution in Follicular Lymphoma: Circulating Tumor DNA Correlates with Overall Tumor Burden and Fluctuates over Time without Therapy,Lymphomas: Translational-Molecular and Genetic: Poster I,Follicular Lymphoma,True,Follicular Lymphoma,0.98,2,19,1,0.2,False,False,,1.0,High,1.0,Follicular Lymphoma
377120,Axicabtagene Ciloleucel Versus Tisagenlecleucel Car-T Cells In Relapsed Or Refractory Diffuse Large B Cell Lymphoma,"Gene therapy, cellular immunotherapy and vaccination - Clinical",Relapsed/Refractory Diffuse Large B Cell Lymphoma,True,Relapsed or Refractory Diffuse Large B Cell Lymphoma,1.0,8,52,3,0.7,False,False,,1.0,High,1.0,Relapsed or Refractory Diffuse Large B Cell Lymphoma
327983,Pharmacodynamic Biomarkers of Mosunetuzumab Efficacy and Safety in Patients with Relapsed/Refractory Non-Hodgkin Lymphoma: Results from a Phase I/II Study,Lymphomas: Translational-Non-Genetic: Poster II,Relapsed/Refractory Non-Hodgkin Lymphoma,True,Relapsed/Refractory Non-Hodgkin Lymphoma,0.98,3,40,3,0.45,False,False,,1.0,High,1.0,Relapsed/Refractory Non-Hodgkin Lymphoma
311607,"UTI Biofilms, Amyloid, and Lupus Flares",Bacterial Autoimmune Sequellae: Common and Newly Recognized Clinical Syndromes,,True,Urinary Tract Infection with Biofilms;;Amyloidosis;;Lupus Flare,0.95,6,63,0,0.3,False,False,,0.712121212,High,0.712121212,Urinary Tract Infection with Biofilms;;Amyloidosis;;Lupus Flare
180501,Differential Gene Expression in Circulating T-Cells in Long-Term Adolescent/Young Adult Hodgkin Lymphoma (AYAHL) Survivors and Their Unaffected Twins,Lymphomas: Translational-Non-Genetic: Poster I,Adolescent/Young Adult Hodgkin Lymphoma,True,Adolescent and Young Adult Hodgkin Lymphoma,0.98,6,43,1,0.4,False,False,,0.895833333,High,0.895833333,Adolescent and Young Adult Hodgkin Lymphoma
229667,The biological mechanisms of metformin effects on aging-associated inflammation in obesity,Immuneregulation-Innate Immune Responses,,True,Aging-Associated Inflammation,0.9,2,29,0,0.1,False,False,,1.0,High,1.0,Aging-Associated Inflammation
327998,"Immune Signature of Pembrolizumab Plus Gemcitabine, Vinorelbine, and Liposomal Doxorubicin As Second-Line Therapy for Relapsed or Refractory Classical Hodgkin Lymphoma",Lymphomas: Translational-Non-Genetic: Poster III,Second-Line Relapsed or Refractory Classical Hodgkin Lymphoma,True,Second-Line Relapsed or Refractory Classical Hodgkin Lymphoma,0.98,7,61,3,0.65,False,False,,0.576923077,Moderate,0.576923077,Second-Line Relapsed or Refractory Classical Hodgkin Lymphoma
147785,"Haemophilia B Leyden, An Age-Related Mechanism For An Increase Of Factor Ix: Case Report And Literature Review",Bleeding Disorders (Congenital And Acquired),Haemophilia B Leyden,True,Haemophilia B Leyden,0.99,3,20,0,0.15,False,False,,1.0,High,1.0,Haemophilia B Leyden
409919,Audience Q&A,What's Complement Got to Do with It? ANCA Vasculitis and the Complement System,ANCA Vasculitis,True,ANCA Vasculitis,0.95,2,15,0,0.1,True,False,,1.0,High,1.0,ANCA Vasculitis
328016,A Novel Cryopreservation and Biobanking Strategy to Study Lymphoid Tissue Stromal Cells in Lymphoproliferative Disorders,Lymphomas: Translational-Non-Genetic: Poster I,Lymphoproliferative Disorder,True,Lymphoproliferative Disorder,0.95,2,28,1,0.2,False,False,,1.0,High,1.0,Lymphoproliferative Disorder
311657,Challenges in Psoriatic Disease: When Skin and Joint Symptoms Are Divergent,Challenges in Psoriatic Disease: Divergent Skin and Joints,Psoriatic Disease,True,Psoriatic Disease With Divergent Skin and Joint Symptoms,0.95,8,56,1,0.5,False,False,,0.465753425,Moderate,0.465753425,Psoriatic Disease With Divergent Skin and Joint Symptoms
213348,Thulium YAG vs Thulium Fiber Laser Enucleation of the Prostate (ThuLEP vs TFLEP): a Multi-institution Trial to Compare Intra and Early Postoperative Outcomes.,MP04: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology II,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,1.0,3,28,0,0.15,False,False,,1.0,High,1.0,Benign Prostatic Hyperplasia
328014,Leveraging Pre-Clinical Animal Model of CTCL to Explore Therapeutic Potential of a Novel STAT3 Degrader,Lymphomas: Translational-Non-Genetic: Poster I,Lymphoma,True,Cutaneous T-Cell Lymphoma,0.98,3,25,1,0.25,False,False,,1.0,High,1.0,Cutaneous T-Cell Lymphoma
213341,Trends in holmium laser enucleation of the prostate for treatment of benign prostatic hyperplasia,MP04: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology II,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,1.0,3,28,0,0.15,False,False,,1.0,High,1.0,Benign Prostatic Hyperplasia
295266,How to incorporate digital medicine in survivorship care after breast cancer,How to incorporate digital medicine in survivorship care after breast cancer,Breast Cancer,True,Breast Cancer,0.98,2,13,1,0.2,False,False,,0.634146341,Moderate,0.634146341,Breast Cancer
147776,"Discovery Of Hbw-3-20, The First Reversible Inhibitor Of Bruton'S Tyrosine Kinase (Btk) With High Brain Exposure",Aggressive Non-Hodgkin Lymphoma - Clinical,Aggressive Non-Hodgkin Lymphoma,True,Aggressive Non-Hodgkin Lymphoma,0.98,3,31,1,0.25,False,False,,1.0,High,1.0,Aggressive Non-Hodgkin Lymphoma
213344,En-Bloc enucleation technique with early apical release and urinary sphincter preservation using Pulse modulation (Virtual Basket) vs En-Bloc HoLEP,MP04: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology II,Benign Prostatic Hyperplasia,True,Benign Prostatic Hyperplasia,1.0,3,28,0,0.15,False,False,,1.0,High,1.0,Benign Prostatic Hyperplasia
262464,Potentiating Anti-Cd20 Monoclonal Antibody Therapy By Targeting Complement C3 Activation Fragments Covalently Deposited On Lymphoma Cells,Lymphoma Biology & Translational Research,Lymphoma ,True,Lymphoma,0.95,1,8,1,0.15,False,False,,1.0,High,1.0,Lymphoma
377189,Changings In Genetic Definition And Management Of Acquired Aplastic Anemia: A Single Center Experience,Bone marrow failure syndromes incl. PNH - Clinical,Acquired Aplastic Anemia,True,Acquired Aplastic Anemia,0.98,3,24,0,0.15,False,False,,1.0,High,1.0,Acquired Aplastic Anemia
147782,Investigation Of Preterm Intraventricular Hemorrhage-Induced Inflammatory Response And Microrna Levels In Human Choroid Plexus Epithelial Cells,Bleeding Disorders (Congenital And Acquired),Congenital Bleeding Disorder;;Acquired Bleeding Disorder,True,Intraventricular Hemorrhage,0.95,2,27,0,0.1,False,False,,1.0,High,1.0,Intraventricular Hemorrhage
328003,Immune Profiling of Double and Triple Hit High Grade B Cell Lymphoma Patients Treated with DA-EPOCH Reveals Activation of T Cells and Reduced T Cell Exhaustion,Lymphomas: Translational-Non-Genetic: Poster III,High Grade B Cell Lymphoma,True,High Grade B Cell Lymphoma,0.98,5,26,2,0.45,False,False,,1.0,High,1.0,High Grade B Cell Lymphoma
213317,How does the type of urinary diversion affect health related quality of life (HRQOL) in the course of four years after radical cystectomy? - A propensity score-matched analysis,MP03: Bladder Cancer: Invasive I,Invasive Bladder Cancer,True,Invasive Bladder Cancer,0.95,3,23,1,0.25,False,False,,0.647887324,Moderate,0.647887324,Invasive Bladder Cancer
262514,Clinical Significance Of Routine High-Resolution Strucural Variant Profiling In Myelodysplastic Syndromes,Myelodysplastic syndromes - Clinical,Myelodysplastic Syndrome,True,Myelodysplastic Syndrome,0.98,2,24,1,0.2,False,False,,0.979591837,High,0.979591837,Myelodysplastic Syndrome
295316,Gender differences in colorectal cancer screening,Sex and gender differences in oncology: From prevention to care,Colorectal Cancer,True,Colorectal Cancer,1.0,2,17,1,0.2,False,False,,1.0,High,1.0,Colorectal Cancer
409981,Power of the US National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK) Repositories,Power of Large Biorepositories in Diabetic Kidney Disease,Diabetic Kidney Disease,True,Diabetic Kidney Disease,0.95,3,23,1,0.25,False,False,,1.0,High,1.0,Diabetic Kidney Disease
147837,Influence Of Inflammatory Cytokines On S100A Proteins Expression In Cll Patients,Chronic Lymphocytic Leukemia And Related Disorders - Biology & Translational Research,Chronic Lymphocytic Leukemia,True,Chronic Lymphocytic Leukemia,1.0,3,28,2,0.35,False,False,,1.0,High,1.0,Chronic Lymphocytic Leukemia
164220,Panel Discussion,Society for Pediatric Urology (SPU),,True,Pediatric Urology,0.9,2,17,0,0.1,False,False,,1.0,High,1.0,Pediatric Urology
344465,Chairperson,Contributions of the Tumor Glycome to Immune Suppression and Immunotherapy Resistance and Opportunities for Therapeutic Intervention,,True,,0.98,0,0,0,0.0,False,False,,0.0,Low,0.0,
147864,Effectiveness And Safety Of Ibrutinib In Chronic Lymphocytic Leukemia (Cll) And Mantle Cell Lymphoma (Mcl) In Belgian Routine Clinical Practice With A 3-Year Follow-Up,Chronic Lymphocytic Leukemia And Related Disorders - Clinical,Chronic Lymphocytic Leukemia;;Mantle Cell Lymphoma,True,Chronic Lymphocytic Leukemia;;Mantle Cell Lymphoma,0.98,5,50,3,0.55,False,False,,1.0,High,1.0,Chronic Lymphocytic Leukemia;;Mantle Cell Lymphoma
344467,Reprogramming the tumor-immune microenvironment by targeting galectin-glycan interactions,Contributions of the Tumor Glycome to Immune Suppression and Immunotherapy Resistance and Opportunities for Therapeutic Intervention,,True,Tumor,0.85,1,5,1,0.15,False,False,,0.294117647,Low,0.294117647,Tumor
377194,Arginine Deprivation Induces Acquisition Of A Senescent Phenotype And Favors Genomic Instability In Multiple Myeloma Plasma Cells,Myeloma and other monoclonal gammopathies - Biology & Translational Research,Multiple Myeloma,True,Multiple Myeloma,0.95,2,16,1,0.2,False,False,,1.0,High,1.0,Multiple Myeloma
262527,Characterization Of Multiple Myeloma Cell Lines With Acquired-Resistance To Proteasome Inhibitors Highlights A Link Between Resistance And Metabolic Deregulation,Myeloma and other monoclonal gammopathies - Biology & Translational Research,Multiple Myeloma,True,Multiple Myeloma,0.95,2,16,1,0.2,False,False,,1.0,High,1.0,Multiple Myeloma
409986,Novel Therapies in the Management of Genetic Stone Disease: Cystinuria and PH1,A Rocky Course: Bones and Stones Through the Life Span,Cystinuria;;Primary Hyperoxaluria Type 1;;Genetic Stone Disease,True,Cystinuria;;PH1,0.98,1,15,0,0.05,False,False,,0.528301887,Moderate,0.528301887,Cystinuria;;PH1
311696,Proposed ACR/EULAR Classification Criteria for CNO,Development of Proposed Classification Criteria for Pediatric Chronic Nonbacterial Osteomyelitis (CNO) and Chronic Recurrent Multifocal Osteomyelitis (CRMO),Pediatric Chronic Nonbacterial Osteomyelitis,True,Pediatric Chronic Nonbacterial Osteomyelitis (CNO);;Pediatric Chronic Recurrent Multifocal Osteomyelitis (CRMO),0.98,10,111,1,0.6,True,True,,0.485714286,Moderate,0.485714286,Pediatric Chronic Nonbacterial Osteomyelitis (CNO);;Pediatric Chronic Recurrent Multifocal Osteomyelitis (CRMO)
409966,Controversies in the Management of Dyslipidemia in Children with CKD,Dyslipidemia in Pediatric CKD: Risk for Stiff Vessels?,Childhood Dyslipidemia,True,Dyslipidemia in Pediatric Chronic Kidney Disease,0.98,6,48,2,0.5,False,False,,0.775510204,High,0.775510204,Dyslipidemia in Pediatric Chronic Kidney Disease
262522,Runx1 Variants With High Variant Allele Frequency In Myeloid Neoplasms. Germline Or Not?,Myelodysplastic syndromes - Clinical,Myeloid Neoplasm,True,Runx1-Mutated Germline Myeloid Neoplasms with High Variant Allele Frequency,0.95,9,75,0,0.45,False,False,,0.369565217,Low,0.369565217,Runx1-Mutated Germline Myeloid Neoplasms with High Variant Allele Frequency
393583,"Comparative Efficacy Of Systemic Sequential Regorafenib After Sorafenib Or Lenvatinib Treatment Failure For Advanced Hepatocellular Carcinoma: A Retrospective, Multi-Center, Real-World Study",Hepatocellular Carcinoma (Hcc),Advanced Hepatocellular Carcinoma,True,Sorafenib- or Lenvatinib-Refractory Advanced Hepatocellular Carcinoma,0.95,6,69,3,0.6,False,False,,0.653465347,Moderate,0.653465347,Sorafenib- or Lenvatinib-Refractory Advanced Hepatocellular Carcinoma
164266,Welcome and Introductory Remarks,Society for Basic Urologic Research (SBUR),,True,,1.0,0,0,0,0.0,False,False,,0.0,Low,0.0,
393652,Adjuvant Treatment With Anti-Pd-1 In Acral Melanoma Patients: A Nationwide Study,Melanoma And Other Skin Tumours,Acral Melanoma,True,Acral Melanoma,0.99,2,14,0,0.1,False,False,,1.0,High,1.0,Acral Melanoma
393627,Tertiary Lymphoid Structures Localization And Maturation Heterogeneities Correlate With Divergent Clinical Outcomes And Immune Responses Of Clear Cell Renal Cell Carcinoma,Investigational Immunotherapy,Clear Cell Renal Cell Carcinoma,True,Clear Cell Renal Cell Carcinoma,1.0,5,31,1,0.35,False,False,,1.0,High,1.0,Clear Cell Renal Cell Carcinoma
262569,High Responses Rates With Single Agent Belantamab Mafodotin In Relapsed Systemic Al Amyloidosis,Myeloma and other monoclonal gammopathies - Clinical,Relapsed Systemic Al Amyloidosis,True,Relapsed Systemic Al Amyloidosis,0.99,4,32,1,0.3,False,False,,1.0,High,1.0,Relapsed Systemic Al Amyloidosis
393639,Analysis Of Pulmonary Adverse Events Associated With Immune Checkpoint Inhibitors Based On Faers And Vigibase Database,Investigational Immunotherapy,,True,,1.0,0,0,0,0.0,False,False,,0.0,Low,0.0,
164257,Controversies in the Management of High-Risk Prostate Cancer,Society of Urologic Oncology (SUO),High-Risk Prostate Cancer,True,High-Risk Prostate Cancer,1.0,3,25,1,0.25,False,False,,1.0,High,1.0,High-Risk Prostate Cancer
262579,Survival Outcomes Of Patients With Multiple Myeloma In France: A Cohort Study Using The French National Healthcare Database (Snds),Myeloma and other monoclonal gammopathies - Clinical,Multiple Myeloma,True,Multiple Myeloma,1.0,2,16,1,0.2,False,False,,1.0,High,1.0,Multiple Myeloma
213405,Medications mostly associated with haematuria: assessment of the EudraVigilance (EV) and Food and Drug Administration (FDA) Pharmacovigilance databases entries,"MP07: Bladder & Urethra: Anatomy, Physiology & Pharmacology",Haematuria,True,Haematuria,1.0,1,10,0,0.05,False,False,,1.0,High,1.0,Haematuria
377263,Role Of Interleukin 6 And Angiopoietins 1 And 2 In The Evolution Of Patients Diagnosed With Multiple Myeloma,Myeloma and other monoclonal gammopathies - Clinical,Multiple Myeloma,True,Multiple Myeloma,0.98,2,16,1,0.2,False,False,,1.0,High,1.0,Multiple Myeloma
295345,Presentation by Expert,Chronic lymphocytic leukemia (CLL): What is the optimal first-line therapy?,Chronic Lymphocytic Leukemia,True,First-Line Chronic Lymphocytic Leukemia,0.98,4,39,2,0.4,False,False,,1.0,High,1.0,First-Line Chronic Lymphocytic Leukemia
262567,Efficacy And Safety Of Daratumumab Monotherapy In Newly Diagnosed Patients With Stage 3B Light Chain Amyloidosis: A Phase 2 Study By The European Myeloma Network,Myeloma and other monoclonal gammopathies - Clinical,Newly Diagnosed Stage 3B Light Chain Amyloidosis,True,Newly Diagnosed Stage 3B Light Chain Amyloidosis,0.99,7,48,2,0.55,False,False,,1.0,High,1.0,Newly Diagnosed Stage 3B Light Chain Amyloidosis
328106,Matching-Adjusted Indirect Comparisons of the Efficacy and Safety of Acalabrutinib Versus Ibrutinib in Relapsed/Refractory Mantle Cell Lymphoma,"Mantle Cell, Follicular, and Other Indolent B Cell Lymphomas: Clinical and Epidemiological: Poster I",Relapsed/Refractory Mantle Cell Lymphoma,True,Relapsed/Refractory Mantle Cell Lymphoma,0.98,4,40,3,0.5,False,False,,0.661157025,Moderate,0.661157025,Relapsed/Refractory Mantle Cell Lymphoma
213425,Long Term Fertility Implications Following Adolescent Testicular Torsion: A Retrospective Analysis of a New York State All-Payer Database,MP08: Pediatric Urology: Penis & Scrotum,,True,Adolescent Testicular Torsion,0.98,3,29,0,0.15,False,False,,1.0,High,1.0,Adolescent Testicular Torsion
393651,Relapse-Free Survival With Adjuvant Dabrafenib/Trametinib Therapy After Relapse On A Prior Adjuvant Checkpoint Inhibitor And Subsequent Surgical Resection In Patients With Braf V600-Mutated Stage Iii/Iv Melanoma,Melanoma And Other Skin Tumours,Braf V600-Mutated Stage III/IV Melanoma,True,Relapsed Stage III/IV BRAF V600-Mutated Melanoma,0.98,6,48,2,0.5,True,False,,0.729166667,High,0.729166667,Relapsed Stage III/IV BRAF V600-Mutated Melanoma
262577,Incidence And Clinical Outcome Of Sars-Cov-2 Infection After Vaccination In Patients With Monoclonal Gammopathy Of Undetermined Significance (Mgus),Myeloma and other monoclonal gammopathies - Clinical,Sars-Cov-2 Infection;;Monoclonal Gammopathy,True,Vaccinated Monoclonal Gammopathy Of Undetermined Significance,0.9,6,61,0,0.3,False,False,,0.789473684,High,0.789473684,Vaccinated Monoclonal Gammopathy Of Undetermined Significance
311747,Q&A,"Experts Roundtable: Current and Future Payment Models, MIPS, and Other Hot Topics in Practice Management",,True,,1.0,0,0,0,0.0,False,False,,0.0,Low,0.0,
295352,How to write and respond to a critical peer review,Young Oncologist Brunch 2: How to write and respond to a critical peer review,,True,,0.0,0,0,0,0.0,False,False,,0.0,Low,0.0,
344518,BI 907828: A highly potent MDM2-p53 antagonist suitable for intermittent dose schedules,Late-Breaking Research: Chemistry,,True,,1.0,0,0,0,0.0,False,False,,0.0,Low,0.0,
328150,Late Effects Comparison between Two Chemotherapy Regimens for Hodgkin Lymphoma,Hodgkin Lymphomas and T/NK cell Lymphomas: Clinical and Epidemiological: Poster III,Hodgkin Lymphoma,True,Hodgkin Lymphoma,1.0,2,16,1,0.2,False,False,,1.0,High,1.0,Hodgkin Lymphoma
328146,"Brentuximab Vedotin, Nivolumab, Doxorubicin, and Dacarbazine (AN+AD) for Early Stage Classic Hodgkin Lymphoma: Interim Efficacy and Safety Results from the Single-Arm Phase 2 Study (SGN35-027 Part C)",Hodgkin Lymphomas and T/NK cell Lymphomas: Clinical and Epidemiological: Poster III,Early Stage Classic Hodgkin Lymphoma,True,Early Stage Classic Hodgkin Lymphoma,1.0,5,36,3,0.55,False,False,,1.0,High,1.0,Early Stage Classic Hodgkin Lymphoma
410057,Mechanisms of Kidney Injury and Lower Endowment in the Extreme Preterm,Maternal and Environmental Factors: Effect on Kidney Formation and Function,Kidney Injury,True,Kidney Injury,0.98,2,13,0,0.1,False,False,,1.0,High,1.0,Kidney Injury
