abstract_id,session_title,abstract_title,ground_truth,expected_indication,litellm_gemini_indication_response,litellm_gemini_success,litellm_gemini_selected_source,litellm_gemini_confidence_score,litellm_gemini_reasoning,litellm_gemini_rules_retrieved,litellm_gemini_components_identified,litellm_gemini_quality_metrics_completeness,litellm_gemini_quality_metrics_rule_adherence,litellm_gemini_quality_metrics_clinical_accuracy,litellm_gemini_quality_metrics_formatting_compliance,litellm_gemini_llm_calls
327760,"Acute Myeloid Leukemias: Biomarkers, Molecular Markers and Minimal Residual Disease in Diagnosis and Prognosis: Poster II",Clinical and Molecular Characterization of Newly Diagnosed IDH/TP53 Co-Mutated AML and Impact of Genomically Sensitive Treatment Strategies,Newly Diagnosed;;IDH;;TP53;;Co-Mutated;;AML,Newly Diagnosed IDH-Mutated TP53-Mutated Acute Myeloid Leukemia,Acute Myeloid Leukemia,True,Abstract Title,0.95,"The abstract title identifies the condition as 'Newly Diagnosed IDH/TP53 Co-Mutated AML'. The core disease entity is 'AML', which stands for Acute Myeloid Leukemia. Terms like 'Newly Diagnosed' (line of therapy/state) and 'IDH/TP53 Co-Mutated' (molecular biomarkers) describe the specific patient population but the primary medical indication is the disease itself. The casing has been normalized to Title Case per standard clinical rules.","[{""category"": ""Common Check points"", ""subcategories"": [""Acronyms"", ""Casing""], ""reason"": ""To handle the acronym 'AML' and ensure Title Case formatting for the final indication.""}, {""category"": ""Patient Sub-Group"", ""subcategories"": [""General""], ""reason"": ""Checked for rules regarding patient sub-group modifiers like 'Newly Diagnosed' (similar to 'De Novo' or 'Prior') to determine inclusion/exclusion.""}]","[{""component"": ""AML"", ""type"": ""Disease"", ""normalized_form"": ""Acute Myeloid Leukemia"", ""rule_applied"": ""Acronym Expansion""}, {""component"": ""Newly Diagnosed"", ""type"": ""Patient Sub-Group"", ""normalized_form"": ""Newly Diagnosed"", ""rule_applied"": ""Contextual Exclusion (Line of Therapy)""}, {""component"": ""IDH/TP53 Co-Mutated"", ""type"": ""Biomarker"", ""normalized_form"": ""IDH/TP53 Co-Mutated"", ""rule_applied"": ""Biomarker Extraction""}]",1.0,1.0,0.98,1.0,0
311376,"Abstracts: RA - Diagnosis, Manifestations, and Outcomes I: Pre- and Early Disease",Sputum RA-Associated Autoantibodies Independently Associate with Future Development of Classified RA in an At-Risk Cohort of Individuals with Systemic Anti-CCP Positivity,RA ,Rheumatoid Arthritis,Rheumatoid Arthritis,True,"Abstracts: RA - Diagnosis, Manifestations, and Outcomes I: Pre- and Early Disease
Sputum RA-Associated Autoantibodies Independently Associate with Future Development of Classified RA in an At-Risk Cohort of Individuals with Systemic Anti-CCP Positivity",0.95,The input text explicitly mentions 'RA' (Rheumatoid Arthritis) in both the session title and abstract title. The text discusses 'Classified RA' and 'Pre- and Early Disease' in the context of RA. The abbreviation 'RA' is expanded to the full disease name 'Rheumatoid Arthritis' following standard clinical indication practices. The indication is formatted in Title Case as per the casing rule.,"[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To determine the casing format (Title Case) for the indication.""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To ensure singular formatting and handling of plural terms if applicable.""}]","[{""component"": ""RA"", ""type"": ""Abbreviation"", ""normalized_form"": ""Rheumatoid Arthritis"", ""rule_applied"": ""Expansion of disease abbreviation to full clinical name""}, {""component"": ""Classified RA"", ""type"": ""Disease Term"", ""normalized_form"": ""Rheumatoid Arthritis"", ""rule_applied"": ""Normalization to core disease entity""}]",1.0,1.0,1.0,1.0,0
229467,Vaccines and Immunity against Bacteria and Parasites,"The novel adjuvant, ADA-1, restores age-associated defects in the adaptive immune response to Clostridioides difficile infection and vaccination in an aging mouse model",Clostridioides difficile infection,Clostridioides Difficile Infection,Clostridioides Difficile Infection,True,"The novel adjuvant, ADA-1, restores age-associated defects in the adaptive immune response to Clostridioides difficile infection and vaccination in an aging mouse model",0.96,"The text identifies 'Clostridioides difficile infection' as the specific condition being targeted by the vaccination strategy involving the novel adjuvant ADA-1. While 'vaccination' and 'aging' are mentioned, they represent the intervention modality and the patient subgroup (or model equivalent) respectively, not the core indication. The extracted condition was normalized to Title Case and verified to be in Singular form based on the retrieved rules.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""Applied Rule 1 (ID: 7) to convert the indication to Title Case (Capitalizing 'Clostridioides', 'Difficile', and 'Infection').""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""Applied Rule 2 (ID: 8) to ensure the indication is in the singular form (input was already singular).""}]","[{""component"": ""Clostridioides difficile infection"", ""type"": ""Disease/Condition"", ""normalized_form"": ""Clostridioides Difficile Infection"", ""rule_applied"": ""Title Case Conversion""}]",1.0,1.0,0.98,1.0,0
327778,"Acute Myeloid Leukemias: Biomarkers, Molecular Markers and Minimal Residual Disease in Diagnosis and Prognosis: Poster III",The LSC17 Score Correlates with the ELN 2022 Classification of AML and Is an Independent Predictor of Detectable Measurable Residual Disease after Induction Chemotherapy,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,True,session_title,0.98,"The session title explicitly mentions 'Acute Myeloid Leukemias' and the abstract title refers to 'AML'. Following the rule to convert plural disease terms to singular form, 'Acute Myeloid Leukemias' is normalized to 'Acute Myeloid Leukemia'. The context confirms the study focuses on biomarkers and prognosis within this specific disease.","[{""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To convert plural disease terms like 'Leukemias' to the singular 'Leukemia'.""}, {""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To ensure the indication is formatted in Title Case.""}]","[{""component"": ""Acute Myeloid Leukemias"", ""type"": ""Disease"", ""normalized_form"": ""Acute Myeloid Leukemia"", ""rule_applied"": ""Singularization""}]",1.0,1.0,1.0,1.0,0
147554,Acute Lymphoblastic Leukemia - Clinical,Antibodies To Pegylated E. Coli Asparaginase Predict The Occurrence Of Hypersensitivity Reactions In High-Risk Patients Undergoing The Consolidation Phase Of The Aieop-Bfm All 2009 Protocol.,High-Risk;;Acute Lymphoblastic Leukemia,High-Risk Acute Lymphoblastic Leukemia,Acute Lymphoblastic Leukemia,True,Session Title: Acute Lymphoblastic Leukemia - Clinical; Abstract Title: Antibodies To Pegylated E. Coli Asparaginase Predict The Occurrence Of Hypersensitivity Reactions In High-Risk Patients Undergoing The Consolidation Phase Of The Aieop-Bfm All 2009 Protocol.,0.98,"The session title explicitly mentions 'Acute Lymphoblastic Leukemia'. The abstract title supports this by referencing the 'Aieop-Bfm All 2009 Protocol', which is a treatment protocol for Acute Lymphoblastic Leukemia (ALL). 'High-Risk' is identified as a patient subgroup modifier rather than part of the core disease name in this context. The indication is formatted in Title Case and Singular form according to retrieved rules.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""Applied Title Case formatting to the extracted indication.""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""Ensured Singular form (though input was already singular) and checked against exclusion rules.""}, {""category"": ""Patient Sub-Group"", ""subcategories"": [""General""], ""reason"": ""Evaluated potential patient subgroup modifiers; 'High-Risk' (describing patients) was excluded to isolate the core indication.""}]","[{""component"": ""Acute Lymphoblastic Leukemia"", ""type"": ""Disease"", ""normalized_form"": ""Acute Lymphoblastic Leukemia"", ""rule_applied"": ""Title Case; Singular""}]",1.0,1.0,1.0,1.0,0
327789,"Acute Myeloid Leukemias: Biomarkers, Molecular Markers and Minimal Residual Disease in Diagnosis and Prognosis: Poster III","Multiomic Single-Cell Sequencing of Mixed Phenotypic Acute Leukemia (MPAL) Reveals Complex Immunophenotypic, Transcriptional, and Genetic Heterogeneity",Mixed Phenotypic Acute Leukemia,Mixed Phenotypic Acute Leukemia,mixed phenotypic acute leukemia,True,abstract_title,0.95,"The abstract title explicitly identifies 'Mixed Phenotypic Acute Leukemia (MPAL)' as the specific disease entity being studied using multiomic single-cell sequencing. The session title 'Acute Myeloid Leukemias' is a broader category, but the abstract title provides the precise indication. The indication is normalized to lowercase.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing"", ""General""], ""reason"": ""Standardize casing to lowercase for non-proper nouns and remove unnecessary surrounding text.""}, {""category"": ""Indication Extraction"", ""subcategories"": [""Priority""], ""reason"": ""Prioritize abstract title specificities over broader session headers.""}]","[{""component"": ""Mixed Phenotypic Acute Leukemia"", ""type"": ""Disease"", ""normalized_form"": ""mixed phenotypic acute leukemia"", ""rule_applied"": ""Standardize Casing""}, {""component"": ""MPAL"", ""type"": ""Abbreviation"", ""normalized_form"": ""MPAL"", ""rule_applied"": ""Extraction (Parenthetical)""}]",0.98,1.0,0.99,1.0,0
376961,Acute myeloid leukemia - Clinical,Lifetime Clinical Outcomes Of Cpx-351 Versus 7+3 Modeled From The 5-Year Results Of A Randomized Phase 3 Trial For Older Adults With Newly Diagnosed High-Risk Or Secondary Acute Myeloid Leukaemia,Older Adults;;Newly Diagnosed;;High-Risk;;Secondary;;Acute Myeloid Leukaemia,Elderly Newly Diagnosed High-Risk Secondary Acute Myeloid Leukaemia,Newly Diagnosed High-Risk Acute Myeloid Leukaemia;;Newly Diagnosed Secondary Acute Myeloid Leukaemia,True,Lifetime Clinical Outcomes Of Cpx-351 Versus 7+3 Modeled From The 5-Year Results Of A Randomized Phase 3 Trial For Older Adults With Newly Diagnosed High-Risk Or Secondary Acute Myeloid Leukaemia,0.98,"The text identifies the target condition as 'Newly Diagnosed High-Risk Or Secondary Acute Myeloid Leukaemia' in 'Older Adults'. 'Older Adults' is a demographic description and is excluded from the specific medical indication. The core disease is 'Acute Myeloid Leukaemia'. There are two distinct disease modifiers linked by 'Or': 'High-Risk' and 'Secondary'. The modifier 'Newly Diagnosed' applies to the disease context. Therefore, the indication is split into two distinct entities: 'Newly Diagnosed High-Risk Acute Myeloid Leukaemia' and 'Newly Diagnosed Secondary Acute Myeloid Leukaemia'. The spelling 'Leukaemia' is retained from the source text, and Title Case is applied.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing"", ""General""], ""reason"": ""Applied Rule 7 for Title Case conversion and Rule 8 to ensure singular formatting.""}, {""category"": ""Patient Sub-Group"", ""subcategories"": [""General""], ""reason"": ""Checked for specific patient subgroup modifiers like 'De Novo' or 'Associated'; none directly applied to the retained terms, but 'Older Adults' was excluded as a general demographic.""}]","[{""component"": ""Newly Diagnosed"", ""type"": ""Modifier"", ""normalized_form"": ""Newly Diagnosed"", ""rule_applied"": ""Title Case""}, {""component"": ""High-Risk"", ""type"": ""Modifier"", ""normalized_form"": ""High-Risk"", ""rule_applied"": ""Title Case""}, {""component"": ""Secondary"", ""type"": ""Modifier"", ""normalized_form"": ""Secondary"", ""rule_applied"": ""Title Case""}, {""component"": ""Acute Myeloid Leukaemia"", ""type"": ""Disease"", ""normalized_form"": ""Acute Myeloid Leukaemia"", ""rule_applied"": ""Title Case""}, {""component"": ""Older Adults"", ""type"": ""Population"", ""normalized_form"": ""Excluded"", ""rule_applied"": ""Demographic Exclusion""}]",1.0,1.0,1.0,1.0,0
327823,"Acute Myeloid Leukemias: Biomarkers, Molecular Markers and Minimal Residual Disease in Diagnosis and Prognosis: Poster I",Quantitative Impact of Mutated NPM1 MRD in Patients with AML Undergoing Allogeneic Stem Cell Transplantation,Mutated;;NPM1;;AML,NPM1-Mutated Acute Myeloid Leukemia,Acute Myeloid Leukemia,True,session_title and abstract_title,0.98,"The session title explicitly mentions 'Acute Myeloid Leukemias', which was normalized to the singular form 'Acute Myeloid Leukemia' based on general formatting rules. The abstract title confirms the disease with the abbreviation 'AML' and specifies a patient subgroup (mutated NPM1) and procedure (Allogeneic Stem Cell Transplantation), but the core medical indication remains the primary disease entity.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To ensure the indication is formatted in Title Case (Rule ID 7).""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To convert plural disease terms ('Leukemias') to the singular form ('Leukemia') (Rule ID 8).""}]","[{""component"": ""Acute Myeloid Leukemias"", ""type"": ""Disease"", ""normalized_form"": ""Acute Myeloid Leukemia"", ""rule_applied"": ""Singularization""}, {""component"": ""AML"", ""type"": ""Abbreviation"", ""normalized_form"": ""Acute Myeloid Leukemia"", ""rule_applied"": ""Abbreviation Expansion""}, {""component"": ""Mutated NPM1"", ""type"": ""Biomarker"", ""normalized_form"": ""Mutated NPM1"", ""rule_applied"": ""Extraction (Contextual)""}]",1.0,1.0,1.0,1.0,0
311449,Abstracts: SLE - Treatment,Hydroxychloroquine Dosing Less Than 5 Mg/kg/day Leads to Increased Hospitalizations for Systemic Lupus Erythematosus Flares,Systemic Lupus Erythematosus,Systemic Lupus Erythematosus,Systemic lupus erythematosus,True,Abstract Title,0.98,The abstract title explicitly mentions 'Systemic Lupus Erythematosus' in the context of hospitalizations and flares treated by Hydroxychloroquine. This is the primary disease condition identified.,"[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To ensure the indication is formatted with sentence case or standard dictionary casing (lowercase except proper nouns).""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To validate the extracted text corresponds to a recognized medical condition.""}]","[{""component"": ""Systemic Lupus Erythematosus"", ""type"": ""Disease Name"", ""normalized_form"": ""Systemic lupus erythematosus"", ""rule_applied"": ""Casing and Normalization""}]",1.0,1.0,1.0,1.0,0
327859,"Acute Lymphoblastic Leukemias: Biomarkers, Molecular Markers and Minimal Residual Disease in Diagnosis and Prognosis: Poster II",Robust Validation of the UKALL High Hyperdiploid Risk Profile Using Individual Patient Data Collected By the Harmony Alliance,ALL,Acute Lymphoblastic Leukemia,Acute Lymphoblastic Leukemia,True,Session Title,0.98,"The indication was derived primarily from the session title which explicitly states 'Acute Lymphoblastic Leukemias'. The plural form was normalized to the singular 'Acute Lymphoblastic Leukemia' following standard medical terminology conventions. The abstract title confirms the context with 'UKALL' (United Kingdom Acute Lymphoblastic Leukaemia) and specific risk profiles, supporting the diagnosis of ALL.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing"", ""Pluralisation""], ""reason"": ""To ensure correct capitalization (Title Case) and grammatical number (Singular) for the disease name.""}, {""category"": ""Diseases"", ""subcategories"": [""Oncology""], ""reason"": ""To verify standard nomenclature for leukemia types.""}]","[{""component"": ""Acute Lymphoblastic Leukemias"", ""type"": ""Disease Name"", ""normalized_form"": ""Acute Lymphoblastic Leukemia"", ""rule_applied"": ""Normalize to singular form""}]",1.0,1.0,1.0,1.0,0
393400,Gynaecological Cancers,Tumor-Informed Ctdna Detection As A Predictive Marker For Postoperative Residual Disease In Epithelial Ovarian Cancer: A Feasibility Study,Epithelial Ovarian Cancer,Epithelial Ovarian Cancer,Epithelial Ovarian Cancer,True,Abstract Title,0.98,The abstract title explicitly specifies 'Epithelial Ovarian Cancer' as the disease context for the study. This is a specific medical indication compared to the broader 'Gynaecological Cancers' found in the session title. The extracted term follows the casing rules (Title Case) and singularization rules retrieved.,"[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To apply Title Case formatting to the extracted indication.""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To ensure the indication is in the singular form (though already singular in this case).""}]","[{""component"": ""Epithelial"", ""type"": ""Histology/Subtype"", ""normalized_form"": ""Epithelial"", ""rule_applied"": ""Title Case""}, {""component"": ""Ovarian"", ""type"": ""Anatomic Site"", ""normalized_form"": ""Ovarian"", ""rule_applied"": ""Title Case""}, {""component"": ""Cancer"", ""type"": ""Disease"", ""normalized_form"": ""Cancer"", ""rule_applied"": ""Title Case""}]",1.0,1.0,1.0,1.0,0
377049,Acute myeloid leukemia - Biology & Translational Research,"Therapeutic Potential And Strategies Of Pim447, A Pan-Pim Inhibitor, Targeting Refractory Myeloid Leukemia With Kit-Driven T(8/21)",Refractory;;Myeloid Leukemia,Refractory Myeloid Leukemia,Refractory Acute Myeloid Leukemia,True,abstract_title,0.95,"The abstract title specifies 'Refractory Myeloid Leukemia'. The session title 'Acute myeloid leukemia' confirms the specific type of leukemia. Therefore, 'Myeloid Leukemia' is normalized to 'Acute Myeloid Leukemia'. The patient subgroup 'Refractory' is preserved as it defines the specific therapeutic target population stated in the text. 'Kit-Driven T(8/21)' is considered a molecular subtype/biomarker and is typically treated as a specifier rather than the core indication name, though it validates the AML context.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing"", ""General""], ""reason"": ""To determine capitalization standards (Title Case) and handling of general disease terms.""}, {""category"": ""Patient Sub-Group"", ""subcategories"": [""Refractory/Relapsed""], ""reason"": ""To check if 'Refractory' status should be included in the primary indication string.""}, {""category"": ""Disease specific"", ""subcategories"": [""Hematology""], ""reason"": ""To validate the normalization of 'Myeloid Leukemia' to 'Acute Myeloid Leukemia'.""}]","[{""component"": ""Refractory"", ""type"": ""Patient Sub-Group"", ""normalized_form"": ""Refractory"", ""rule_applied"": ""Include patient status modifiers""}, {""component"": ""Myeloid Leukemia"", ""type"": ""Disease"", ""normalized_form"": ""Acute Myeloid Leukemia"", ""rule_applied"": ""Contextual normalization based on session title""}, {""component"": ""Kit-Driven T(8/21)"", ""type"": ""Biomarker/Mutation"", ""normalized_form"": ""KIT-driven t(8;21)"", ""rule_applied"": ""Biomarker extraction (excluded from main indication name)""}]",1.0,1.0,0.98,1.0,0
180442,"Acute Myeloid Leukemias: Investigational Therapies, Excluding Transplantation and Cellular Immunotherapies: Poster I","Aspacytarabine (BST-236) As Monotherapy Is Safe, Well-Tolerated and Effective for the Treatment of Adults with Newly Diagnosed Acute Myeloid Leukemia Unfit for Intensive Therapy. Results of a Phase 2 Study",Adults;;Newly Diagnosed;;Acute Myeloid Leukemia,Adult Newly Diagnosed Acute Myeloid Leukemia,Adults with Newly Diagnosed Acute Myeloid Leukemia Unfit for Intensive Therapy,True,"Abstract Title: Aspacytarabine (BST-236) As Monotherapy Is Safe, Well-Tolerated and Effective for the Treatment of Adults with Newly Diagnosed Acute Myeloid Leukemia Unfit for Intensive Therapy. Results of a Phase 2 Study",0.98,"The indication was extracted from the abstract title, specifically the phrase following 'Treatment of'. The phrase 'Adults with Newly Diagnosed Acute Myeloid Leukemia Unfit for Intensive Therapy' captures the target population, disease condition, diagnosis status, and fitness constraint. The text was normalized to Title Case per the retrieved casing rules, with prepositions 'with' and 'for' kept in lowercase.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To ensure the indication is formatted in Title Case, capitalizing significant words while keeping conjunctions and prepositions lowercase.""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To enforce the singular form of the disease name (Acute Myeloid Leukemia) instead of the plural form found in the session title.""}]","[{""component"": ""Adults"", ""type"": ""Population"", ""normalized_form"": ""Adults"", ""rule_applied"": ""Extraction of target demographic""}, {""component"": ""Newly Diagnosed"", ""type"": ""Status"", ""normalized_form"": ""Newly Diagnosed"", ""rule_applied"": ""Title Case normalization""}, {""component"": ""Acute Myeloid Leukemia"", ""type"": ""Condition"", ""normalized_form"": ""Acute Myeloid Leukemia"", ""rule_applied"": ""Singular form enforcement""}, {""component"": ""Unfit for Intensive Therapy"", ""type"": ""Constraint"", ""normalized_form"": ""Unfit for intensive therapy"", ""rule_applied"": ""Preservation of clinical qualifier""}]",1.0,1.0,1.0,1.0,0
147689,Acute Myeloid Leukemia - Clinical,Induced Systemic T-Cell Specific Responses To Multiple Tumor-Associated Antigens After Allogenic Leukemia-Derived Dendritic Cell Vaccine Dcp-001 In Aml Patients With Persistent Mrd,Aml,Acute Myeloid Leukemia,Acute Myeloid Leukemia,True,Abstract Title,0.95,"The indication was extracted from the abstract title '...In Aml Patients With Persistent Mrd'. 'Aml' was expanded to 'Acute Myeloid Leukemia'. The phrase 'Persistent Mrd' was evaluated under Patient Sub-Group rules. Rule 481 (Persistent) indicates that 'Persistent' should be excluded if it modifies a biomarker or status (MRD - Measurable Residual Disease) rather than the disease itself. Therefore, the core indication is retained as 'Acute Myeloid Leukemia' and formatted in Title Case per the Casing rule.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""Applied Title Case to the finalized indication string as per Rule 7.""}, {""category"": ""Patient Sub-Group"", ""subcategories"": [""General""], ""reason"": ""Used Rule 481 (Persistent) to analyze 'Persistent Mrd'. Since MRD represents a status/biomarker, the modifier 'Persistent' is excluded from the final indication.""}]","[{""component"": ""Aml"", ""type"": ""Disease Abbreviation"", ""normalized_form"": ""Acute Myeloid Leukemia"", ""rule_applied"": ""Abbreviation Expansion""}, {""component"": ""Persistent Mrd"", ""type"": ""Patient Subgroup/Status"", ""normalized_form"": ""Persistent Measurable Residual Disease"", ""rule_applied"": ""Rule 481 (Exclusion)""}]",1.0,1.0,0.98,1.0,0
409842,Collagen IV Conundrums: Genetic Variants and Clinical Management,Do All Collagen Variants Cause Glomerular Disease?,,,Glomerular disease,True,abstract_title,0.95,"The abstract title explicitly questions the relationship between collagen variants and 'Glomerular Disease', identifying it as the primary clinical condition. The session title provides context (Collagen IV) but the indication itself is the disease entity.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing"", ""General""], ""reason"": ""To ensure the disease name is capitalized correctly (sentence case usually preferred for general conditions unless proper nouns) and stripped of surrounding whitespace.""}, {""category"": ""Disease Specific"", ""subcategories"": [""Renal""], ""reason"": ""To check for specific nomenclature regarding Collagen IV nephropathies versus general Glomerular disease.""}]","[{""component"": ""Glomerular Disease"", ""type"": ""Disease"", ""normalized_form"": ""Glomerular disease"", ""rule_applied"": ""Normalize to sentence case""}, {""component"": ""Collagen Variants"", ""type"": ""Etiology"", ""normalized_form"": ""Collagen variants"", ""rule_applied"": ""Contextual extraction""}]",1.0,1.0,0.98,1.0,0
377088,Infections in hematology (incl. supportive care/therapy),Clinical Characteristics Of Patients With Prolonged Viral Shedding Of Omicron Variant In Haematological Disease,Haematological Disease,Haematological Disease,Haematological Disease;;Omicron Variant,True,Clinical Characteristics Of Patients With Prolonged Viral Shedding Of Omicron Variant In Haematological Disease,0.95,"Extracted 'Haematological Disease' and 'Omicron Variant' as the key clinical indications. 'Haematological Disease' represents the underlying patient condition, and 'Omicron Variant' represents the specific infection (as context for viral shedding). 'Prolonged Viral Shedding' was identified as a clinical characteristic/outcome of the infection rather than a standalone disease indication. Applied Title Case formatting (Rule 7). The term 'In' suggests a co-occurrence of conditions rather than a single 'Associated' diagnosis, thus they are separated by ';;'. Kept singular forms as per standard rules.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""Applied Title Case rule to formatting of 'Haematological Disease' and 'Omicron Variant'.""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""Used Singular rule logic; input terms were already singular or specific variants.""}, {""category"": ""Patient Sub-Group"", ""subcategories"": [""General""], ""reason"": ""Analyzed context for patient sub-groups; 'Haematological Disease' defines the patient population.""}]","[{""component"": ""Haematological Disease"", ""type"": ""Condition"", ""normalized_form"": ""Haematological Disease"", ""rule_applied"": ""Title Case""}, {""component"": ""Omicron Variant"", ""type"": ""Infection/Virus"", ""normalized_form"": ""Omicron Variant"", ""rule_applied"": ""Title Case""}]",1.0,1.0,0.95,1.0,0
377121,Stem cell transplantation - Clinical,Single Nucleotide Polymorphisms In Patients With Endothelial Damage After Pediatric Allogeneic Hematopoietic Stem Cell Transplantation,,,endothelial damage after allogeneic hematopoietic stem cell transplantation,True,Single Nucleotide Polymorphisms In Patients With Endothelial Damage After Pediatric Allogeneic Hematopoietic Stem Cell Transplantation,0.92,The indication was extracted by identifying the specific medical condition ('Endothelial Damage') and the context ('After... Allogeneic Hematopoietic Stem Cell Transplantation'). The patient subgroup 'Pediatric' was removed in accordance with standard exclusions for indication naming unless specific to a pediatric-only disease definition. The phrase 'Single Nucleotide Polymorphisms In Patients With' was identified as the study subject/methodology and removed. The final output was normalized to lowercase.,"[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""Convert text to lowercase, preserving specific acronyms if applicable.""}, {""category"": ""Patient Sub-Group"", ""subcategories"": [""General""], ""reason"": ""Exclude demographic descriptors (e.g., 'Pediatric', 'Adult') from the indication string.""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""Remove introductory phrases such as 'In Patients With' or 'Study of'.""}]","[{""component"": ""Single Nucleotide Polymorphisms In Patients With"", ""type"": ""Context/Noise"", ""normalized_form"": """", ""rule_applied"": ""Remove introductory context""}, {""component"": ""Endothelial Damage"", ""type"": ""Condition"", ""normalized_form"": ""endothelial damage"", ""rule_applied"": ""Lowercase""}, {""component"": ""Pediatric"", ""type"": ""Patient Sub-group"", ""normalized_form"": """", ""rule_applied"": ""Remove patient subgroup""}, {""component"": ""Allogeneic Hematopoietic Stem Cell Transplantation"", ""type"": ""Procedure"", ""normalized_form"": ""allogeneic hematopoietic stem cell transplantation"", ""rule_applied"": ""Lowercase""}]",1.0,1.0,0.95,1.0,0
311607,Bacterial Autoimmune Sequellae: Common and Newly Recognized Clinical Syndromes,"UTI Biofilms, Amyloid, and Lupus Flares",,,UTI Biofilm;;Amyloid;;Lupus Flare,True,abstract_title,0.95,"The abstract title lists specific clinical conditions ('UTI Biofilms', 'Amyloid', 'Lupus Flares'). These were extracted and normalized. 'UTI' was preserved as a recognized abbreviation. Plural terms 'Biofilms' and 'Flares' were converted to singular 'Biofilm' and 'Flare' respectively, following the Singularity rule. The term 'Amyloid' was retained. All terms were formatted in Title Case and separated by ';;' as per the formatting rules for multiple indications.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To apply Title Case formatting to the extracted indications while preserving recognized abbreviations like UTI.""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To convert plural disease terms (e.g., 'Biofilms', 'Flares') to their singular forms and handle multiple indications with standard delimiters.""}]","[{""component"": ""UTI Biofilms"", ""type"": ""Condition"", ""normalized_form"": ""UTI Biofilm"", ""rule_applied"": ""Singularization, Abbreviation Preservation""}, {""component"": ""Amyloid"", ""type"": ""Condition"", ""normalized_form"": ""Amyloid"", ""rule_applied"": ""Title Case""}, {""component"": ""Lupus Flares"", ""type"": ""Condition"", ""normalized_form"": ""Lupus Flare"", ""rule_applied"": ""Singularization, Title Case""}]",1.0,1.0,0.95,1.0,0
393583,Hepatocellular Carcinoma (Hcc),"Comparative Efficacy Of Systemic Sequential Regorafenib After Sorafenib Or Lenvatinib Treatment Failure For Advanced Hepatocellular Carcinoma: A Retrospective, Multi-Center, Real-World Study",Advanced;;Hepatocellular Carcinoma,Advanced Hepatocellular Carcinoma,Advanced Hepatocellular Carcinoma,True,abstract_title,0.98,"The abstract title explicitly identifies the condition being treated as 'Advanced Hepatocellular Carcinoma'. While the text mentions 'After Sorafenib Or Lenvatinib Treatment Failure', this describes the specific line of therapy/patient history for the drug's usage within the study, but the core medical indication is Advanced Hepatocellular Carcinoma. Standard formatting rules (Title Case, Singular) were applied.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To determine the correct capitalization format (Title Case) for the indication.""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To ensure the indication is in the singular form where applicable.""}, {""category"": ""Patient Sub-Group"", ""subcategories"": [""Prior Lines of Therapy""], ""reason"": ""To check for specific rules regarding the inclusion of treatment history phrases in the indication string.""}]","[{""component"": ""Advanced"", ""type"": ""Stage/Severity"", ""normalized_form"": ""Advanced"", ""rule_applied"": ""Title Case""}, {""component"": ""Hepatocellular Carcinoma"", ""type"": ""Disease"", ""normalized_form"": ""Hepatocellular Carcinoma"", ""rule_applied"": ""Title Case; Singular""}]",1.0,1.0,1.0,1.0,0
